Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
52 - Pays de la Loire	72 - Sarthe	3 - Le Mans	217201813 - Le Mans	247200132	CU Le Mans Métropole	CU	0	0	1971-11-19	1971-11-19	RDC		20	213615	52	FPU	0	0	0	 	1	 	M.	Stéphane	LE FOLL	Mairie			72000 LE MANS	02 43 47 47 47	    	ville@ville-lemans.fr					 	    	    	
52 - Pays de la Loire	72 - Sarthe	1 - La Flèche	217201680 - Loué	200040475	LBN Communauté	CC	0	0	2014-01-01	2014-01-01	ACCOR		29	18313	32	FPU	0	0	0		0		M.	Daniel	COUDREUSE		27 Rue Lambert		72540 LOUE	    	    	accueil@cc-lbn.fr					 	02 43 92 31 58	    	
52 - Pays de la Loire	72 - Sarthe	3 - Le Mans	217201508 - Joué-l'Abbé	200068963	CC Maine Coeur de Sarthe	CC	0	0	2016-11-25	2017-01-01	ACCOR		13	22160	24	FPU	0	0	0		0		M.	David	CHOLLET	ZA "Les Petites Forges"	918 Rue des Petites Forges		72380 JOUE-L'ABBE	02 43 20 03 94	02 43 29 64 83	contact@mainecoeurdesarthe.fr		Maison de l'intercommunalité place de la République espace François Mitterrand			72290 BALLON SAINT MARS	    	    	
52 - Pays de la Loire	72 - Sarthe	1 - La Flèche	200063196 - Montval-sur-Loir	200070373	CC Loir-Lucé-Bercé	CC	0	0	2016-12-07	2017-01-01	RDC		24	23927	23	FPU	0	0	0		0		M.	Hervé	RONCIERE		2 Place Clemenceau		72500 Montval sur Loir	02 43 38 17 17	02 43 38 17 18	secretariat@loirluceberce.fr		1, Place Clémenceau- Château du Loir			72500 Montval sur Loir	    	02 43 38 17 18	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	200082543 - Marolles-les-Braults	200072676	CC Maine Saosnois	CC	0	1	2016-12-14	2017-01-01	RDC		51	28075	23	FPU	0	0	0		0		M.	Frédéric	BEAUCHEF		7 Place Henri Coutard		72260 MAROLLES LES BRAULTS	02 43 34 16 48	02 43 34 21 74	accueil@mainesaosnois.fr					 	    	02 43 34 21 74	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217202415 - Montfort-le-Gesnois	200072684	CC Le Gesnois Bilurien	CC	0	0	2016-12-08	2017-01-01	RDC		22	30708	22	FPU	0	0	0		0		M.	André	PIGNE	Le Parc des Sitelles 		BP 7	72450 MONTFORT LE GESNOIS	02 43 54 80 40	02 43 54 80 49	contact@cc-gesnoisbilurien.fr					 	    	02 43 54 80 49	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217202696 - Saint-Calais	200072692	CC des Vallées de la Braye et de l'Anille	CC	0	0	2016-12-12	2017-01-01	ACCOR		19	15309	27	FPU	0	0	0		0		M.	Michel	LEROY		10 Rue Saint-Pierre		72120 ST CALAIS	02 43 35 11 03	02 43 35 73 67	ccvba@cc-vba.com					 	    	02 43 35 73 67	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	200085660 - Fresnay-sur-Sarthe	200072700	CC Haute Sarthe Alpes Mancelles	CC	0	0	2016-12-14	2017-01-01	RDC		38	23057	28	FPU	0	0	0		0		M.	Philippe	MARTIN	Maison de Pays 	2 Rue Abbé Lelièvre		72130 FRESNAY SUR SARTHE	02 43 34 34 59	    	contact@cchautesarthealpesmancelles.fr					 	    	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217200898 - Conlie	200072718	CC de la Champagne Conlinoise et du Pays de Sillé	CC	0	0	2016-12-20	2017-01-01	RDC		24	18420	24	FPU	0	0	0		0		Mme	Valérie	RADOU		4 Rue de Gaucher	BP 11	72240 CONLIE	    	    	contact@4cps.fr					 	02 43 52 11 67	    	
52 - Pays de la Loire	72 - Sarthe	1 - La Flèche	217200138 - Aubigné-Racan	200073112	CC Sud Sarthe	CC	0	0	2016-12-22	2017-01-01	RDC		19	22963	27	FPU	0	0	0		0		M.	François	BOUSSARD		5 Rue des Écoles		72800 AUBIGNE RACAN	02 43 46 99 12	02 43 46 99 21	accueil@comcomsudsarthe.fr					 	    	02 43 46 99 21	
52 - Pays de la Loire	72 - Sarthe	1 - La Flèche	217202647 - Sablé-sur-Sarthe	247200090	CC du Pays Sabolien	CC	0	1	1999-12-30	1999-12-30	RDC		17	29208	33	FPU	0	0	0	 	1	 	M.	Daniel	CHEVALIER	Hôtel de Ville 		BP 185	72300 SABLE SUR SARTHE	02 43 62 50 00	02 43 62 50 01	communautedecommunes@sablesursarthe.fr					 	    	02 43 62 50 01	
52 - Pays de la Loire	72 - Sarthe	1 - La Flèche	217201540 - La Flèche	247200348	CC du Pays Fléchois	CC	0	0	2000-12-22	2001-01-01	RDC		14	28213	30	FPU	0	1	0	redevance spéciale	1	 	Mme	Nadine	GRELET-CERTENAIS	Hôtel Communautaire - Centre administratif Jean Virlogeux - Espace Pierre Mendes France			72200 LA FLECHE	02 43 48 66 00	    	contact@cc-paysflechois.fr					 	    	02 43 48 66 01	
52 - Pays de la Loire	72 - Sarthe	3 - Le Mans	217202316 - Parigné-l'Évêque	247200421	CC du Sud Est Manceau	CC	0	0	1993-12-28	1993-12-28	RDC		5	18257	28	FPU	0	1	0	 	1	 	M.	Nicolas	ROUANET		Rue des Écoles	BP 15	72250 PARIGNE L'EVEQUE	02 43 40 09 98	02 43 40 18 76	communaute.communes@sudestmanceau.com					 	    	02 43 40 18 76	
52 - Pays de la Loire	72 - Sarthe	3 - Le Mans	217201243 - Écommoy	247200447	CC Orée de Bercé - Belinois	CC	0	0	1993-12-28	1993-12-28	RDC		8	19806	33	FPU	0	1	1	 	0	 	Mme	Nathalie	DUPONT	Hôtel Communautaire	1 Rue Sainte-Anne		72220 ECOMMOY	02 43 47 02 20	02 43 47 02 29	communautedecommunes@belinois.fr					 	    	02 43 47 02 29	
52 - Pays de la Loire	72 - Sarthe	1 - La Flèche	217202530 - Roëzé-sur-Sarthe	247200629	CC du Val de Sarthe	CC	0	0	1994-12-21	1994-12-21	ACCOR		16	30925	31	FPU	0	1	1	 	0	 	M.	Emmanuel	FRANCO		27 Rue du 11 Novembre		72210 LA SUZE SUR SARTHE	02 43 83 51 12	02 43 83 51 13	val.de.sarthe@wanadoo.fr					 	    	02 43 83 51 13	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217201326 - La Ferté-Bernard	247200686	CC du Pays de l'Huisne Sarthoise	CC	0	0	1996-12-27	1996-12-27	RDC	deux délégués par commune sauf pour la commune siège	33	29064	29	FPU	0	1	0	 	1	 	M.	Didier	REVEAU		25 Rue Jean Courtois		72400 LA FERTE BERNARD	02 43 60 72 71	02 43 60 15 80	direction@huisne-sarthoise.com					 	    	02 43 60 15 80	
52 - Pays de la Loire	72 - Sarthe	1 - La Flèche	217201771 - Maigné	200002525	SI d'assainissement Maigné - Vallon-sur-Gée	SIVU	0	0	2005-12-30	2006-01-01	MEMNB		2	1143	1	CBUDG	0	0	0		0		M.	Jean-Pierre	BERSON	Mairie			72210 MAIGNE	    	    						 	    	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217203595 - Torcé-en-Vallée	200030534	SIAEP de la région de Vive Parence	SIVU	0	0	2011-12-13	2012-01-01	AUTR	en fonction du nombre d'abonnés	17	15992	1	CBUDG	0	0	0		0		M.	Michel	CHADUTEAU		23 Rue du Dolmen		72110 Torcé en Vallée	    	    	siaep.rgvp@orange.fr					 	02 43 47 08 50	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217200328 - Berfay	200032761	SIVOS de Berfay - Valennes	SIVU	0	0	2012-06-25	2012-09-01	MEMNB		2	657	1	CBUDG	0	0	0	 	0	 	M.	Louis	POTTIER	Mairie 	6 Place de l'Église		72320 Berfay	02 43 35 10 07	    						 	    	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217201805 - Mamers	200037075	SI de production et de distribution d'eau potable de la région de Perseigne et du Saosnois	SIVU	0	0	2012-12-21	2013-01-01	AUTR	en fonction du nombre d'abonnés	35	17919	1	AUCUN	0	0	0		0		M.	Joseph	LAMBERT	Bel Air	RD 300		72600 Saosnes	02 43 31 50 00	    	sidpep72@orange.fr					 	    	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217200625 - La Chapelle-du-Bois	200040368	SAEP de la région du Perche Sarthois - Le Vairais	SIVU	0	0	2014-01-01	2014-01-01	AUTR	répartition en fonction du nombre d'abonnés	12	6328	1	CBUDG	0	0	0		0		M.	Jean-François	CHAMPION		11 Rue de la Poste		72400 LA CHAPELLE DU BOIS	02 43 93 45 45	    	saepperchevairais@orange.fr					 	02 43 93 45 45	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217201052 - Courgenard	200040640	SIAEP de la région de l'Est Sarthois	SIVU	0	0	2014-01-01	2014-01-01	AUTR	2 délégués pour une commune adhérente pour la totalité de son territoire, 1 délégué pour une commune desservie pour une partie de son territoire  maintien du nombre de délégués des communes historiques de Cherré-Au (Cherré + Cherreau = 3)	8	5800	1	CBUDG	0	0	0		0		M.	Thierry	RENVOIZE	Mairie	1 Rue de la Vieille-Cour		72320 COURGENARD	02 43 93 26 02	    						 	    	    	
52 - Pays de la Loire	72 - Sarthe	1 - La Flèche	217203256 - Saint-Vincent-du-Lorouër	200044832	SI d'assainissement du Lorouër	SIVU	0	0	2013-12-27	2014-01-01	MEMNB		2	1222	1	CBUDG	0	0	0		0		M.	Noël	Leroux	Mairie			72150 Saint Vincent du Lorouër	    	    						 	    	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217201979 - Mézières-sous-Lavardin	200046746	SIAEP de la région des Buissons	SIVU	0	0	2014-06-01	2014-06-01	POPUL		12	8892	1	CBUDG	0	0	0		0		M.	Francis	LEPINETTE	Mairie	22 Route de Beaumont		72240 MEZIERES-SOUS-LAVARDIN	02 43 97 07 33	    						 	    	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217202498 - La Quinte	200058766	SAEP de la région de Conlie-Lavardin	SIVU	0	0	2015-12-09	2016-01-01	MEMNB		10	9787	1	CBUDG	0	0	0		0		M.	Rémy	MAUBOUSSIN		24 Route des Grands Bois		72240 LA QUINTE	02 43 20 50 35	    	secretariat@saep-cl.com					 	02 43 27 74 61	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217201052 - Courgenard	200064251	SIVOS des écoliers	SIVU	0	0	2016-08-09	2016-09-01	POPUL		5	1495	1	CBUDG	0	0	0		0		M.	Thierry	Renvoizé	Mairie			72320 COURGENARD	02 43 93 26 02	    						 	    	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217201326 - La Ferté-Bernard	200090991	Pôle Santé Simone Veil	SIVU	0	0	2020-06-01	2020-06-01	MEMNB		2	11897	1	CBUDG	0	0	0		0		Mme	Catherine	CHANTEPIE	ZI du Joncheray	Route de Mamers		72400 LA FERTE-BERNARD	    	    						 	    	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	200082568 - Cherré-Au	200096949	SI d'adduction, de production et de distribution d'eau potable entre les communes de la Ferté-Bernard et Cherré-Au	SIVU	0	0	2021-12-15	2022-01-01	MEMNB		2	11897	1	CBUDG	0	0	0		0		M.	Jannick	NIEL		31 Rue Princesse Alice de Monaco	BP 71	72400 Cherré Au	    	    						 	    	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217201185 - Dollon	200097053	SIAEP de la région de Dollon	SIVU	0	0	2021-11-19	2022-01-01	POPUL		19	14351	1	AUCUN	0	0	0		0		M.	Denis	SCHOEFS		59 Rue de la Gare		72390 Dollon	    	    						 	    	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217203215 - Saint-Symphorien	247200744	SIAEP de la région de Charnie et Champagne	SIVU	0	0	1965-01-13	1965-01-13	MEMNB		8	4658	2	CBUDG	0	0	0	 	0	 	M.	Dominique	DEFAY	Mairie 	2 Route du Camp de la Vache Noire		72240 ST SYMPHORIEN	02 43 20 72 24	02 43 20 77 33	siaep.charnie@orange.fr					 	02 43 20 72 24	02 43 20 77 33	
52 - Pays de la Loire	72 - Sarthe	1 - La Flèche	217202217 - Nogent-sur-Loir	257200196	SIVOS du Val du Loir	SIVU	0	1	1980-09-10	1980-09-10	MEMNB		4	1312	1	CBUDG	0	0	0		0		M.	Claude	ALLAIRE	Mairie			72500 Nogent-sur-Loir	    	    						 	    	    	
52 - Pays de la Loire	72 - Sarthe	2 - Mamers	217201425 - Grandchamp	257200261	SIVOS de Grandchamp, Rouessé-Fontaine et Chérancé	SIVU	0	0	1980-05-06	1980-05-06	MEMNB		3	773	1	CBUDG	0	0	0	 	0	 	M.	Abel	BRIERE	Mairie			72490 GRANDCHAMP	    	    						 	    	    	
