Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
53 - Bretagne	35 - Ille-et-Vilaine	3 - Rennes	213502388 - Rennes	243500139	Rennes Métropole	METRO	0	0	1999-12-31	2000-01-01	ACCOR		43	476936	57	FPU	0	0	0	 	1	taxe de séjour	Mme	Nathalie	APPÉRÉ		4 Avenue Henri Fréville		35000 RENNES	02 99 86 60 60	02 99 86 61 61	metropole@agglo-rennesmetropole.fr	www.rennes-metropole.fr				 	    	02 99 86 61 61	
53 - Bretagne	35 - Ille-et-Vilaine	1 - Fougères-Vitré	213503600 - Vitré	200039022	CA Vitré Communauté	CA	0	0	2014-01-01	2014-01-01	RDC		46	84858	44	FPU	0	0	0		0		Mme	Isabelle	LE CALLENNEC		16 Bis Boulevard des Rochers		35500 VITRE	02 99 74 52 61	02 99 74 79 26	c.agglo@vitrecommunaute.org					 	    	02 99 74 79 26	
53 - Bretagne	35 - Ille-et-Vilaine	1 - Fougères-Vitré	213503246 - La Selle-en-Luitré	200072452	CA Fougères Agglomération	CA	0	0	2016-12-06	2017-01-01	RDC		28	57436	40	FPU	0	0	0		0		M.	Patrick	MANCEAU	Parc d'activités de l'Aumaillerie	1 Rue Louis Lumière		35133 LA SELLE EN LUITRE	02 99 94 50 34	02 99 99 70 93	accueil@fougeres-agglo.bzh	www.fougeres-agglo.bzh				 	02 99 94 50 34	    	
53 - Bretagne	35 - Ille-et-Vilaine	2 - Redon	213502362 - Redon	243500741	CA Redon Agglomération	CA	0	1	1996-04-29	1996-04-29	ACCOR		31	69036	41	FPU	0	1	0	 	1	 	M.	Jean-François	MARY		3 Rue Charles Sillard		35600 REDON	02 99 70 34 34	    	contact@cc-pays-redon.fr	www.cc-pays-redon.fr				 	    	02 99 72 14 98	
53 - Bretagne	35 - Ille-et-Vilaine	4 - Saint-Malo	213500499 - Cancale	243500782	CA du Pays de Saint Malo Agglomération	CA	0	0	2000-12-22	2001-01-01	ACCOR		18	88316	42	FPU	0	1	0	 	1	 	M.	Gilles	LURTON		6 Rue de la Ville Jégu	BP 11	35260 CANCALE	02 23 15 10 85	02 23 15 10 86	accueil@stmalo-agglomeration.fr					 	    	02 23 15 10 86	
53 - Bretagne	35 - Ille-et-Vilaine	3 - Rennes	200085876 - Montauban-de-Bretagne	200038990	CC de Saint-Méen Montauban	CC	0	0	2014-01-01	2014-01-01	ACCOR		17	27754	29	FPU	0	0	0		0		M.	Philippe	CHEVREL		46 Rue de Saint-Malo		35360 MONTAUBAN DE BRETAGNE	02 99 06 54 92	02 99 06 61 66	ccpmb@cc-montauban35.fr	www.cc-montauban-de-bretagne.fr				 	    	02 99 06 61 66	
53 - Bretagne	35 - Ille-et-Vilaine	2 - Redon	213501265 - Guichen	200043990	CC Vallons de Haute-Bretagne Communauté	CC	0	0	2013-12-17	2014-01-01	ACCOR		18	45492	30	FPU	0	0	0		0		M.	Joël	SIELLER	Maison Intercommunale - ZA La Lande Rose	12 Rue Blaise Pascal	BP 88051	35580 GUICHEN	02 99 57 03 80	02 99 57 37 10	accueil@acsor.fr	www.acsor.fr				 	    	02 99 57 37 10	
53 - Bretagne	35 - Ille-et-Vilaine	2 - Redon	213500127 - Bain-de-Bretagne	200070662	CC Bretagne Porte de Loire Communauté	CC	0	0	2016-12-09	2017-01-01	ACCOR		20	33172	35	FPU	0	0	0		0		M.	Vincent	MINIER	Parc d'activités de Château-Gaillard	2 Allée de l'Ille		35470 BAIN DE BRETAGNE	02 99 43 70 80	02 99 44 82 51	accueil@bretagneportedeloire.fr	bretagneportedeloire.fr				 	02 99 43 70 80	    	
53 - Bretagne	35 - Ille-et-Vilaine	4 - Saint-Malo	213500952 - Dol-de-Bretagne	200070670	CC du Pays de Dol et de la Baie du Mont Saint-Michel	CC	0	0	2016-12-09	2017-01-01	ACCOR		19	24429	30	FPU	0	0	0		0		M.	Denis	RAPINEL	Parc d'activités Les Rolandières	Rue de la Rouelle		35120 Dol-de-Bretagne	    	    	info@ccdol-baiemsm.bzh					 	02 99 80 90 57	    	
53 - Bretagne	35 - Ille-et-Vilaine	1 - Fougères-Vitré	200064517 - Maen Roch	200070688	CC Couesnon Marches de Bretagne	CC	0	0	2016-12-12	2017-01-01	ACCOR		15	22405	36	FPU	0	0	0		0		M.	Christian	HUBERT	Parc d'activités Coglais Saint-Eustache			35460 Saint Etienne en Coglès	    	    	contact@couesnon-marchesdebretagne.fr					 	02 99 97 71 80	    	
