Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217005503 - Vesoul	247000011	CA de Vesoul	CA	0	0	2011-12-30	2012-01-01	RDC		20	33395	39	FPU	0	1	0	 	1	Taxe de séjour	M.	Alain	CHRETIEN		9 Rue des Casernes		70000 VESOUL	03 84 97 12 97	    	agglomerationvesoul@vesoul.fr					 	    	03 84 75 64 80	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217002922 - Jussey	200036150	CC des Hauts du Val de Saône	CC	0	0	2012-12-27	2013-01-01	RDC		48	8544	29	FPU	0	0	0	 	0	 	M.	Romain	MOLLIARD		2 Rue de l'Hôtel de Ville		70500 JUSSEY	03 84 77 19 90	    	cchvs@cchvs.fr					 	    	    	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217002799 - Gray	200036549	CC Val de Gray	CC	0	0	2012-12-27	2013-01-01	RDC		48	21040	28	FPU	0	0	0	 	0	 	M.	Alain	BLINETTE	ZAC Gray Sud II	Rue André-Marie Ampère		70100 GRAY	03 84 65 58 69	    	contact@cc-valdegray.fr					 	    	03 84 65 16 64	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	1 - Lure	217001718 - Corbenay	200041721	CC de la Haute Comté	CC	0	0	2014-01-01	2014-01-01	RDC		37	17419	21	FPU	0	0	0		0		M.	Anthony	MARIE	La Petite Charme	57 Route des Ballastières		70320 corbenay	03 84 94 17 93	03 84 94 15 59	contact@cchc.fr					 	    	03 84 94 15 59	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217003573 - Montbozon	200041853	CC du Pays de Montbozon et du Chanois	CC	0	0	2014-01-01	2014-01-01	RDC		27	6841	32	FPU	0	0	0		0		Mme	Sabrina	FLEUROT	ZA Le Vay du Soleil			70230 Montbozon	03 84 92 34 70	03 84 92 34 70	contact@ccpmc.fr					 	    	03 84 92 34 70	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	1 - Lure	217004787 - Saulx	200041861	CC du Triangle Vert	CC	0	0	2014-01-01	2014-01-01	RDC		42	11197	22	FPU	0	0	0		0		M.	Benjamin	GONZALES		27 Grande Rue		70240 Saulx	03 84 95 89 88	03 84 95 89 90	cc-trianglevert@laposte.net					 	    	03 84 95 89 90	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217004217 - Port-sur-Saône	200041879	CC Terres de Saône	CC	0	0	2014-01-01	2014-01-01	RDC		39	13392	32	FPU	0	0	0		0		M.	Luc	SIMONEL		67 Rue François Mitterrand		70170 PORT SUR SAONE	03 84 78 10 66	    	contact@cctds.fr					 	    	    	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217003342 - Marnay	200041887	CC du Val Marnaysien	CC	0	1	2014-01-01	2014-01-01	RDC		45	14767	29	FPU	0	0	0		0		M.	Thierry	MALESIEUX		21 Place de l'Hôtel de Ville		70150 marnay	03 84 31 94 84	03 84 31 90 23	ccvo70@wanadoo.fr					 	    	03 84 31 90 23	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217004829 - Scey-sur-Saône-et-Saint-Albin	247000367	CC des Combes	CC	0	0	1994-12-31	1994-12-31	RDC		27	7667	27	FPU	0	0	1	 	0	taxe de séjour	Mme	Carmen	FRIQUET	Mairie			70360 scey-sur-saone-et-saint-albin	03 84 92 72 12	03 84 92 73 56	lescombes@wanadoo.fr					 	    	03 84 92 73 56	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217001981 - Dampierre-sur-Salon	247000623	CC des Quatre Rivières	CC	0	0	1996-12-31	1996-12-31	RDC		41	9682	26	FPU	0	1	1	 	0	 	M.	Dimitri	DOUSSOT		8 Rue Jean Mourey		70180 DAMPIERRE SUR SALON	03 84 67 13 74	03 84 67 00 15	secretariat@cc4r.eu					 	    	03 84 67 00 15	
