Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
04 - La Réunion	974 - La Réunion	2 - Saint-Pierre	219740164 - Saint-Pierre	249740077	CA CIVIS (Communauté Intercommunale des Villes Solidaires)	CA	0	0	2002-12-26	2002-12-31	RDC		6	183407	43	FPU	0	0	0	 les recettes de la CA comprennent : les ressources fiscales mentionnées aux articles 1609 nonies C et 1609 nonies D du Code général des impôts ; le revenu des biens, meubles ou immeubles de la CA ; les sommes qu'elle reçoit des administrations publiques, des asociations, des particuliers, en échange d'un service rendu ; les subventions et dotations de l'Etat, de la Région, du département et des communes ; le produit des dons et legs ; le produit des taxes, redevances et contributions correspondant aux services assurés ; le produit des emprunts ; le produit du versement destiné aux transports en commun prévu à l'article L2333-64 du CGCT ; la dotation de compensation de la érforme de la taxe professionnelle et le reversement du fonds national de garantie individuelle des ressources	1	 	M.	Michel	FONTAINE		29 Route de l'Entre-Deux		97410 SAINT-PIERRE	    	    	info.civis@wanadoo.fr	www.civis.re	29, route de l'Entre-Deux			97410 SAINT-PIERRE	    	    	
04 - La Réunion	974 - La Réunion	2 - Saint-Pierre	219740222 - Le Tampon	249740085	CA du Sud	CA	0	0	2009-12-30	2010-01-01	RDC		4	134549	34	FPU	0	0	0		0		M.	André	THIEN-AH-KOON		379 Rue Hubert de Lisle	BP 437	97818 Le Tampon	02 62 57 97 77	02 62 57 97 78	c.com.sud@wanadoo.fr	www.reunion-sud.com	379, rue Hubert de Lisle	BP 437		97818 Le Tampon	02 62 57 97 77	02 62 57 97 78	
04 - La Réunion	974 - La Réunion	3 - Saint-Benoît	219740107 - Saint-Benoît	249740093	CA Intercommunale de la Réunion Est (CIREST)	CA	0	0	2001-12-21	2001-12-31	RDC		6	129147	36	FPU	0	0	0	 	1	 	M.	Patrice	SELLY	Pôle Bois	28 Rue des Tamarins	BP 124	97470 Saint-Benoit	02 62 92 53 31	02 62 92 10 80	cirest@cirest.fr	www.cirest.fr	28, rue des Tamarins	Pôle Bois	BP 124	97470 SAINT-BENOIT	02 62 92 53 31	02 62 92 10 80	
04 - La Réunion	974 - La Réunion	4 - Saint-Paul	219740073 - Le Port	249740101	CA Territoire de la Côte Ouest (TCO)	CA	0	0	2001-12-31	2001-12-31	RDC		5	218184	40	FPU	0	0	0		1		M.	Emmanuel	SERAPHIN		1 Rue Éliard Laude	BP 49	97822 Le Port Cedex	02 62 32 12 12	02 62 32 22 22	courrier.tco@wanadoo.fr	www.tco.re	1, rue Eliard Laude	BP 49		97822 Le Port Cedex	02 62 32 12 12	02 62 32 22 22	
04 - La Réunion	974 - La Réunion	1 - Saint-Denis	219740115 - Saint-Denis	249740119	CA Intercommunale du Nord de la Réunion (CINOR)	CA	0	0	2000-12-28	2000-12-31	RDC		3	215588	38	FPU	0	0	0		1		M.	Maurice	GIRONCEL	Le Triangle	3 Rue de la Solidarité		97490 Sainte-Clotilde	    	    	direction.generale@cinor.org	www.cinor.fr	3,rue de la Solidarité	Le Triangle		97490 Sainte-Clotilde	02 62 92 49 00	    	
04 - La Réunion	974 - La Réunion	4 - Saint-Paul	219740073 - Le Port	259740017	Syndicat des eaux usées du Port et de la Possession	SIVU	0	0	1980-06-02	1980-06-02	MEMNB		2	69275	1	CBUDG	0	0	0		0		M.	Jean-Yves	LANGENIER	Mairie du Port	8 Rue Renaudière de Vaux	BP 2004	97821 LE PORT	42 -8 7- 00 	42 -8 6- 15 			Mairie du PORT	8, rue Renaudière de Vaux	BP 2004 	97821 LE PORT	42 -8 7- 00 	42 -8 6- 15 	
04 - La Réunion	974 - La Réunion	1 - Saint-Denis	219740206 - Sainte-Suzanne	259741023	SIDELEC	SIVU	0	0	2000-03-29	2000-03-29	MEMNB		24	880875	7	AUCUN	0	0	0	 	0	 	M.	Daniel	ALAMELOU	Bel Air	10 Rue Transversale		97441 SAINTE-SUZANNE	    	    	sidelec@sidelec.re		10, rue Transversal	Bel air		97441 SAINTE-SUZANNE	    	    	
04 - La Réunion	974 - La Réunion	2 - Saint-Pierre	219740222 - Le Tampon	200101079	SAEP des Hirondelles	SMF	0	0	2019-06-25	2019-06-25	AUTR	6 délégués titulaires de la CASud et 6 suppléants  2 délégués titulaires de la CIVIS et 2 suppléants	6	317956	5	CBUDG	0	0	0		0	produit de la surtaxe proportionnellement aux volumes d'eau effectivement vendus à chacune des collectivités adhérentes au syndicat (CASud et CIVIS) sur le territoire des collectivités membres - 77% pour la CASud et 23% pour la CIVIS	M.	André	THIEN AH KOON	Communauté d'agglomération du Sud	379 Rue, Hubert  de Lisle -BP 437		97438 Le Tampon Cedex	    	    						 	    	    	
04 - La Réunion	974 - La Réunion	2 - Saint-Pierre	219740164 - Saint-Pierre	259741080	SM d'études et de programmation du SCOT du Grand Sud	SMF	0	0	2005-01-31	2005-01-31	POPUL		2	317956	1	CBUDG	0	0	0	 	0	 	M.	Patrick	LEBRETON		60 CD26		97410 Saint-Pierre	    	    			16 rue Augustin Archambaud			97410 Saint-Pierre	    	    	
04 - La Réunion	974 - La Réunion	1 - Saint-Denis	219740115 - Saint-Denis	200045250	SM du parc routier de La Réunion	SMO	0	0	2013-12-10	2013-12-10	AUTR	le comité syndical est composé de 6 délégués titulaires et 6 délégués suppléants. La répartition des voix au sein du comité syndical est la suivante :   4 délégués titulaires et 4 délégués suppléants pour le Conseil régional de La Réunion  2 délégués titulaires et 2 délégués suppléants  pour le Conseil départemental de La Réunion  1 délégué titulaire et 1 délégué  suppléant désigné par le conseil d'administration du SDIS	3	0	2	CBUDG	0	0	0		0		M.	Jacques	TECHER	ZI du Chaudron	13 Allée Maureau		97490 SAINTE-CLOTILDE	    	    						 	    	    	
04 - La Réunion	974 - La Réunion	1 - Saint-Denis	219740115 - Saint-Denis	200045276	Ile De La Réunion Mobilités	SMO	0	0	2013-06-19	2013-06-19	MEMNB		7	880875	1	CBUDG	0	0	0		0		M.	Alix	GALBOIS	Centre d'affaires Cadjeee	62 Boulevard du Chaudron 		97490 SAINT-DENIS	    	    						 	    	    	
04 - La Réunion	974 - La Réunion	2 - Saint-Pierre	219740164 - Saint-Pierre	200045342	SM de traitement des déchets des microrégions Sud et Ouest de La Réunion dénommé ILEVA	SMO	0	0	2014-01-29	2014-01-29	MEMNB		5	536140	1	CBUDG	0	0	0		0		M.	Michel	FONTAINE		17 Chemin de Joli Fond		97410 SAINT-PIERRE	    	    			9, chemin de Joli Fond	Basse Terre		97410 SAINT-PIERRE	    	    	
04 - La Réunion	974 - La Réunion	1 - Saint-Denis	219740206 - Sainte-Suzanne	200050052	SI de traitement des déchets du Nord et de l'Est (SYDNE)	SMO	0	0	2014-12-24	2015-01-01	AUTR		3	344735	2	CBUFI	0	0	0	contribution de la Région aux frais d'administration générale	0		M.	Daniel	ALAMELOU	Bel Air	2 Rue des Cascavels		97441 Sainte-Suzanne	    	    						 	    	    	
04 - La Réunion	974 - La Réunion	2 - Saint-Pierre	219740164 - Saint-Pierre	259741007	SM de Pierrefonds	SMO	0	0	1995-03-16	1995-03-16	AUTR	Communauté d'agglomération du Sud : 13  Communauté intercommunale des ville solidaires : 18  Commune de Saint-Leu : 3  Département de La Réunion : 3  Région Réunion : 3	5	353322	2	CBUDG	0	0	0	taux de contribution financière annuelle : CIVIS 44,71%, CASUD : 24,28%, Région : 15%, Département : 15%, commune de Saint-Leu : 1%	0		M.	André	THIEN AH KOON		Chemin de l'Aérodrome	BP 36	97451 Saint-Pierre	    	    	contact.smp@granssudreunion.org		BP 36 97410 Saint-Pierre			 	    	    	
