Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
76 - Occitanie	32 - Gers	1 - Auch	213200132 - Auch	200066926	CA Grand Auch Coeur de Gascogne	CA	0	0	2016-10-21	2017-01-01	ACCOR		34	41293	43	FPU	0	0	0		0		M.	Bernard	PENSIVY	Centre économique du Garros	1 Rue Darwin		32000 AUCH	05 62 61 66 00	05 62 05 16 60						 	    	05 62 05 16 60	
76 - Occitanie	32 - Gers	1 - Auch	213201601 - L'Isle-Jourdain	200023620	CC de la Gascogne Toulousaine	CC	0	0	2009-12-31	2009-12-31	RDC		13	17205	29	FPU	0	0	0	 	0	 	M.	Francis	IDRAC	Hôtel d'entreprises	Zone d'activités du Pont Peyrin		32600 l'ISLE-JOURDAIN	05 62 07 71 16	05 62 07 71 13						 	    	05 62 07 71 13	
76 - Occitanie	32 - Gers	2 - Condom	213202492 - Mauvezin	200034726	CC Bastides de Lomagne	CC	0	0	2012-11-22	2013-01-01	ACCOR		41	11699	28	FPU	0	0	0	 	0	 	M.	Jean-Luc	SILHERES	Zone artisanale	Route d'Auch		32100 MAUVEZIN	05 62 06 84 67	05 62 64 89 76		www.ccbva.com				 	    	05 62 64 89 76	
76 - Occitanie	32 - Gers	3 - Mirande	200086908 - Riscle	200035632	CC Armagnac Adour	CC	0	0	2012-12-21	2013-01-01	ACCOR		24	6896	28	FPU	0	0	0	 	0	 	M.	Michel	PETIT		1 Lotissement du Bourdalat		32400 RISCLE	05 62 69 86 43	    						 	    	05 62 69 91 95	
76 - Occitanie	32 - Gers	3 - Mirande	213204647 - Villecomtal-sur-Arros	200035756	CC Astarac Arros en Gascogne	CC	0	0	2012-12-21	2013-01-01	ACCOR		37	7360	30	FPU	0	0	0	 	0	 	Mme	Céline	SALLES		19 Avenue de Gascogne		32730 VILLECOMTAL-sur-ARROS	05 62 67 54 79	    						 	    	    	
76 - Occitanie	32 - Gers	1 - Auch	213201478 - Gimont	200042372	CC des Coteaux Arrats Gimone	CC	0	0	2014-01-01	2014-01-01	ACCOR		30	11013	28	FPU	0	0	0		0		M.	Gérard	ARIES		53 Boulevard du Nord		32200 GIMONT	05 62 67 91 67	05 62 67 91 68	contact@ccag-gers.com					 	    	05 62 67 91 68	
76 - Occitanie	32 - Gers	3 - Mirande	213204266 - Seissan	200072320	CC Val de Gers	CC	0	0	2016-12-19	2017-01-01	ACCOR		45	10438	29	FPU	0	0	0		0		M.	François	RIVIERE		1 Place Carnot		32260 SEISSAN	05 62 05 99 64	05 62 05 99 64	accueil@cc-valdegers.fr					 	    	05 62 61 84 49	
76 - Occitanie	32 - Gers	2 - Condom	213201320 - Fleurance	243200391	CC de la Lomagne Gersoise	CC	0	0	1998-12-23	1998-12-23	RDC		43	19953	26	FPU	0	1	0	 	0	 	M.	Xavier	BALLENGHIEN		8 Avenue Pierre de Coubertin		32500 FLEURANCE	05 62 64 22 55	05 62 64 22 56	communaute.de.communes@lomagne-gersoise.com	www.lomagne-gersoise.com				 	    	05 62 64 22 56	
76 - Occitanie	32 - Gers	2 - Condom	213202963 - Nogaro	243200409	CC du Bas Armagnac	CC	0	0	1998-12-30	1998-12-30	RDC		26	8965	28	ASZSE	0	0	0	 	0	 	M.	Vincent	GOUANELLE		77 Rue Nationale		32110 NOGARO	05 62 69 01 16	05 62 08 81 59	C.C.B.A.@wanadoo.fr					 	    	05 62 08 81 59	
76 - Occitanie	32 - Gers	2 - Condom	213201072 - Condom	243200417	CC de la Tenarèze	CC	0	0	1999-12-02	1999-12-02	RDC		26	14734	27	FPU	0	1	0	 	0	 	M.	Maurice	BOISON		Quai Laboupillère		32100 CONDOM	05 62 28 24 88	05 62 28 48 32						 	    	05 62 28 48 32	
76 - Occitanie	32 - Gers	3 - Mirande	213202567 - Mirande	243200425	CC Coeur d'Astarac en Gascogne	CC	0	0	1999-12-03	1999-12-03	ACCOR		19	8114	28	FPU	0	1	0	 	0	 	M.	Patrick	FANTON		4 Avenue Jean d'Antras	BP 34	32300 MIRANDE	05 62 66 52 87	05 62 66 86 30						 	    	05 62 66 86 30	
76 - Occitanie	32 - Gers	2 - Condom	213200967 - Cazaubon	243200458	CC du Grand Armagnac	CC	0	0	1999-12-24	1999-12-24	RDC		25	13593	23	ASZSE	0	0	0	 	0	 	M.	Philippe	BEYRIES	Mairie			32150 CAZAUBON	05 62 69 50 01	05 62 09 58 98			14 allée Julien LAUDET			32800 EAUZE	    	05 62 09 58 98	
76 - Occitanie	32 - Gers	3 - Mirande	213202336 - Marciac	243200508	CC Bastides et Vallons du Gers	CC	0	0	2000-11-08	2000-11-08	RDC		30	7233	26	FPU	0	0	0	 	0	 	M.	Jean-Louis	GUILHAUMON		Route du Lac		32230 MARCIAC	05 62 09 30 68	05 62 09 34 99	c.c.bastides.vallons.gers@wanadoo.fr 					 	    	05 62 09 34 99	
76 - Occitanie	32 - Gers	1 - Auch	213202138 - Lombez	243200599	CC du Saves	CC	0	0	2002-12-31	2002-12-31	RDC		32	10053	25	FPU	0	0	0	 	0	 	M.	Hervé	LEFEBVRE		Chemin de Lagailloue		32220 LOMBEZ	    	    						 	    	    	
76 - Occitanie	32 - Gers	1 - Auch	213204621 - Vic-Fezensac	243200607	CC Artagnan de Fezensac	CC	0	0	2003-12-18	2003-12-18	RDC		25	7118	21	FPU	0	0	0	 	0	 	Mme	Barbara	NETO	Complexe Intercommunal des Cordeliers	18 Rue des Cordeliers	BP 28	32190 VIC FEZENSAC	    	    						 	    	    	
76 - Occitanie	32 - Gers	2 - Condom	213201197 - Eauze	200016327	SIVU ELUSA Capitale Antique	SIVU	0	0	2008-07-09	2008-07-09	MEMNB		2	5299	1	CBUDG	0	0	0	 	0	 	M.	Michel	GABAS	Musée	Place de la République		32800 EAUZE	    	    						 	    	    	
76 - Occitanie	32 - Gers	3 - Mirande	213203029 - Ornézan	200028777	SI scolaire Édouard Lartet	SIVU	0	0	2011-06-09	2011-06-09	MEMNB		6	1028	1	CBUDG	0	0	0		0		Mme	Corinne	ROUSSEAU		Au village		32260 ORNEZAN	05 62 66 23 90	05 62 66 23 90						 	    	05 62 66 23 90	
76 - Occitanie	32 - Gers	2 - Condom	213201320 - Fleurance	200042398	Syndicat d'eau potable de la région de Fleurance	SIVU	0	0	2014-01-01	2014-01-01	POPUL		20	10682	1	CBUDG	0	0	0		0		M.	Eric	LABORDE	Mairie			32500 FLEURANCE	    	    						 	    	    	
76 - Occitanie	32 - Gers	3 - Mirande	213203656 - Saint-Blancard	200070415	SI des Hautes vallées	SIVU	0	0	2016-12-07	2017-01-01	MEMNB		9	1004	1	CBUDG	0	0	0		0		M.	Thierry	BONNET		12 Quartier du Château		32140 SAINT BLANCARD	    	    						 	    	    	
76 - Occitanie	32 - Gers	2 - Condom	213202740 - Monlezun-d'Armagnac	200075539	SIIS du Bas Armagnac	SIVU	0	0	2017-04-13	2017-08-01	MEMNB		9	2137	3	CBUDG	0	0	0		0		Mme	Céline	BESSAGNET	Mairie			32240 MONLEZUN-D'ARMAGNAC	05 62 09 07 66	    						 	    	05 62 09 60 49	
76 - Occitanie	32 - Gers	2 - Condom	213203961 - Saint-Mézard	200090173	SIIS de Nord Lomagne	SIVU	0	0	2019-09-19	2019-09-19	MEMNB		4	822	2	CBUDG	0	0	0		0		M.	Christian	BOUCHER		Au Village		32700 SAINT-MEZARD	    	    						 	    	    	
76 - Occitanie	32 - Gers	3 - Mirande	213202856 - Montesquiou	243200193	SIVOM de Montesquiou	SIVU	0	0	1964-05-28	1964-05-28	MEMNB		15	6432	1	CBUDG	0	0	0	 	0	 	M.	Gaëtan	LECLERC	Mairie			32320 MONTESQUIOU	05 62 70 91 18	    						 	    	    	
