Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
93 - Provence-Alpes-Côte d'Azur	13 - Bouches-du-Rhône	3 - Marseille	211300553 - Marseille	200054807	Métropole d'Aix-Marseille-Provence	METRO	0	1	2015-08-28	2016-01-01	ACCOR		92	1933030	59	FPU	0	1	0		1		Mme	Martine	VASSAL	Le Pharo 	58 Boulevard Charles Livon		13007 MARSEILLE	04 91 13 56 00	04 91 13 56 01			Tour la Marseillaise -	2 bis Quai d'Arenc		13002 MARSEILLE	    	04 91 13 56 01	
93 - Provence-Alpes-Côte d'Azur	13 - Bouches-du-Rhône	2 - Arles	211300363 - Eyragues	200035087	CA Terre de Provence	CA	0	0	1996-12-24	1996-12-24	ACCOR		13	61424	36	FPU	0	0	0	 	0	 	Mme	Corinne	CHABAUD		Chemin Notre-Dame		13630 EYRAGUES	    	    						 	    	    	
93 - Provence-Alpes-Côte d'Azur	13 - Bouches-du-Rhône	2 - Arles	211300041 - Arles	241300417	CA d'Arles-Crau-Camargue-Montagnette	CA	0	0	2003-12-04	2003-12-04	RDC		6	84617	36	FPU	0	0	0		0		M.	Patrick	DE CAROLIS	Parc des ateliers	5 Rue Yvan Audouard		13200 ARLES	    	    	lepresident@agglo-accm.fr		Parc des ateliers	5 rue Yvan Audouard		13200 ARLES	04 86 52 60 00	    	
93 - Provence-Alpes-Côte d'Azur	13 - Bouches-du-Rhône	2 - Arles	211301007 - Saint-Rémy-de-Provence	241300375	CC Vallée des Baux-Alpilles (CC VBA)	CC	0	0	1995-12-29	1995-12-29	ACCOR		10	28219	20	FPU	0	0	0	 	0	 	M.	Hervé	CHERUBINI	 ZA La Massane	23 Avenue des Joncades Basses		13210 SAINT REMY DE PROVENCE	04 90 54 54 01	    						 	    	    	
93 - Provence-Alpes-Côte d'Azur	13 - Bouches-du-Rhône	1 - Aix-en-Provence	211300405 - Fuveau	200007524	Syndicat de gestion du relais petite enfance Sainte-Victoire	SIVU	0	0	2007-01-16	2007-01-16	MEMNB		6	34919	1	CBUDG	0	0	0	 	0	 	Mme	Béatrice	BONFILLON-CHIAVASSA		26 Boulevard Émile Loubet		13000 FUVEAU	    	    						 	    	    	
93 - Provence-Alpes-Côte d'Azur	13 - Bouches-du-Rhône	3 - Marseille	211300868 - Roquevaire	200024727	Syndicat de gestion du relais d'assistantes maternelles des Collines	SIVU	0	0	2010-02-15	2010-02-15	POPUL		5	27109	1	CBUDG	0	0	0		0		Mme	Martine	MEGENNI TANI	Mairie de Roquevaire	29 Avenue des Alliés		13360 ROQUEVAIRE	    	    						 	    	    	
93 - Provence-Alpes-Côte d'Azur	13 - Bouches-du-Rhône	2 - Arles	211301007 - Saint-Rémy-de-Provence	200026672	Syndicat de gestion du relais d'assistantes maternelles intercommunal pour la gestion du RAM Alpilles Montagnette	SIVU	0	0	2010-11-30	2010-11-30	POPUL		13	65308	1	CBUFI	0	0	0	 	0	 	Mme	Florine	BODY BOUQUET	Mairie de St Rémy de Provence			13538 st Rémy de Provence	    	    						 	    	    	
93 - Provence-Alpes-Côte d'Azur	13 - Bouches-du-Rhône	4 - Istres	211300561 - Martigues	200052777	SIVU du Pays de Martigues	SIVU	0	0	2015-07-23	2015-07-23	POPUL		2	65407	3	CBUDG	0	0	0		0		M.	Gaby	CHARROUX	Hôtel de Ville			13693 Martigues	    	    						 	    	    	
93 - Provence-Alpes-Côte d'Azur	13 - Bouches-du-Rhône	1 - Aix-en-Provence	211300538 - Mallemort	200078228	SIVU Collines Durance	SIVU	0	0	2017-12-22	2017-12-22	POPUL		5	16086	3	CBUDG	0	0	0		0		M.	Philippe	GRANGE	Le Vergon	1581 Route de Charleval	DC23C	13370 MALLEMORT	    	    						 	    	    	
93 - Provence-Alpes-Côte d'Azur	13 - Bouches-du-Rhône	1 - Aix-en-Provence	211301031 - Salon-de-Provence	200089811	SIVU pour l'acquisition d'un terrain destiné à l'implantation d'un centre hospitalier du Pays Salonais	SIVU	0	0	2019-07-23	2019-07-23	MEMNB		20	183721	1	CBUDG	0	0	0		0		M.	Nicolas	ISNARD	Hôtel de Ville		BP 120	13657 Salon-de-Provence Cedex	04 90 44 59 00	    						 	    	    	
