Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
76 - Occitanie	31 - Haute-Garonne	3 - Toulouse	213105554 - Toulouse	243100518	Toulouse Métropole	METRO	0	0	2008-12-24	2008-12-31	RDC		37	828373	60	FPU	0	1	0	assainissement	1	 	M.	Jean-Luc	MOUDENC		6 Rue René Leduc	BP 5821	31505 TOULOUSE CEDEX 5	05 34 41 59 00	05 34 41 59 01	contact@grandtoulouse.org	www.grandtoulouse.org	6, rue René Leduc	B.P. 35821		31505 TOULOUSE CEDEX 5	05 34 41 59 00	05 34 41 59 01	
76 - Occitanie	31 - Haute-Garonne	1 - Muret	213103955 - Muret	200068641	CA Le Muretain Agglo	CA	0	0	2016-11-24	2017-01-01	RDC		26	128773	42	FPU	0	0	0		0		M.	André	MANDEMENT		8 Bis Avenue Vincent Auriol    	BP 40029	31601 MURET cedex	05 34 46 30 40	    		www.agglo-muretain.fr				 	    	05 34 46 30 31	
76 - Occitanie	31 - Haute-Garonne	3 - Toulouse	213102544 - Labège	243100633	CA du Sicoval	CA	0	0	2000-09-21	2001-01-01	RDC		36	84556	51	FPU	0	1	1	assainissement	0	 	M.	JACQUES	OBERTI	Labège-Innopole	110 Rue Marco Polo		31670 LABEGE 	    	    	francois-regis.valette@sicoval.fr	www.sicoval.fr	Rue du Chêne Vert   B.P.38200			31682 LABEGE CEDEX	05 62 24 02 02	05 61 39 20 45	
76 - Occitanie	31 - Haute-Garonne	3 - Toulouse	213100795 - Bouloc	200034957	CC du Frontonnais	CC	0	0	2012-11-27	2012-11-27	RDC		10	28705	24	FPU	0	0	0	 	1	 	M.	Hugo	CAVAGNAC		3 Rue du Vigé		31620 BOULOC	    	    						 	    	    	
76 - Occitanie	31 - Haute-Garonne	1 - Muret	213101074 - Carbonne	200066819	CC du Volvestre	CC	0	0	2016-10-19	2017-01-01	RDC		32	31322	23	AAZSE	0	0	0		0		M.	Denis	TURREL		34 Avenue de Toulouse		31390 CARBONNE	05 61 90 80 70	05 61 87 96 82	contact@cc-volvestre.fr	www.cc-volvestre.fr				 	    	05 61 87 96 82	
76 - Occitanie	31 - Haute-Garonne	1 - Muret	213100332 - Auterive	200068807	CC du Bassin Auterivain Haut-Garonnais	CC	0	0	2016-11-24	2017-01-01	ACCOR		19	34259	26	FPU	0	0	0		0		M.	Serge	BAURENS	ZI Robert Lavigne	RD 820		31190 AUTERIVE	05 61 50 99 00	05 61 50 99 02						 	    	    	
76 - Occitanie	31 - Haute-Garonne	1 - Muret	213101355 - Cazères	200068815	CC Coeur de Garonne	CC	0	0	2016-11-24	2017-01-01	ACCOR		48	35690	25	FPU	0	0	0		0		M.	Paul-Marie	BLANC		31 Promenade du Campet		31220 Cazeres	05 61 98 27 72	05 61 90 17 69	accueil@cc-coeurdegaronne.fr		12 Rue Notre Dame			31370 Rieumes	05 61 91 94 96	    	
76 - Occitanie	31 - Haute-Garonne	3 - Toulouse	213105828 - Villefranche-de-Lauragais	200071298	CC des Terres du Lauragais	CC	0	0	2016-12-12	2017-01-01	RDC		58	42695	30	FPU	1	0	0		0		M.	CHRISTIAN	PORTER		73 Avenue de la Fontasse		31290 VILLEFRANCHE DE LAURAGAIS	05 31 50 45 50	    	accueil@terres-du-lauragais.fr	www.terres-du-lauragais.fr				 	    	    	
76 - Occitanie	31 - Haute-Garonne	3 - Toulouse	213102320 - Grenade	200071314	CC des Hauts-Tolosans	CC	0	0	2016-12-05	2017-01-01	RDC		29	36219	23	FPU	0	0	0		0		M.	Jean-Paul	DELMAS		Rue des Pyrénées		31330 Grenade	05 61 82 85 55	    	cadours.ccommunes@wanadoo.fr		Rue des Pyrénées			31330 Grenade	05 61 82 85 55	    	
76 - Occitanie	31 - Haute-Garonne	2 - Saint-Gaudens	213102247 - Gourdan-Polignan	200072635	CC Pyrénées Haut Garonnaises	CC	0	0	2016-12-16	2017-01-01	RDC		76	16067	30	FPU	1	0	0		0		M.	Alain	PUENTE		17 Avenue de Luchon		31210 Gourdan-Polignan	    	    	secretariat@ccphg.fr					 	    	    	
