Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
44 - Grand Est	67 - Bas-Rhin	8 - Strasbourg	216704825 - Strasbourg	246700488	Eurométropole de Strasbourg	METRO	0	0	1966-12-31	1966-12-31	RDC		33	520036	66	FPU	0	0	0	 	1	 	Mme	Pia	IMBS	Centre Administratif 	1 Parc de l'Étoile	BP 1049/1050F	67076 STRASBOURG CEDEX	03 88 60 90 90	03 88 60 91 00	finances@cus-strasbourg.net	www.strasbourg.eu				 	    	03 88 60 91 00	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216701805 - Haguenau	200067874	CA de Haguenau	CA	0	0	2017-01-01	2017-01-01	RDC		36	99908	51	FPU	0	0	0		0		M.	Claude	STURNI	Centre d'Animation, d'Information et Relais Économique (CAIRE)	84 Route de Strasbourg		67500 HAGUENAU	    	    	comcom@bischwiller.com					 	    	    	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216701102 - Durrenbach	200013050	CC Sauer-Pechelbronn	CC	0	0	2007-12-24	2007-12-24	ACCOR		24	17841	32	FPU	0	0	0	 	0	 	M.	Roger	ISEL	Maison des Services et des Associations	1 Rue d'Obermatt		67360 DURRENBACH	    	    	info@sauer-pechelbronn.fr		MAISON DES SERVICES ET DES ASSOCIATIONS	1 rue d'Obermatt		67360 DURRENBACH	03 88 90 77 60	    	
44 - Grand Est	67 - Bas-Rhin	5 - Sélestat-Erstein	216702811 - Marckolsheim	200030526	CC du Ried de Marckolsheim	CC	0	1	2011-12-19	2012-01-01	RDC		18	20866	29	AAZSE	0	0	0	 	0	 	M.	Frédéric	PFLIEGERSDOERFFER	Mairie de Marckolsheim	24 Rue du Maréchal Foch		67390 MARCKOLSHEIM	    	    						 	    	    	
44 - Grand Est	67 - Bas-Rhin	5 - Sélestat-Erstein	216700211 - Barr	200034270	CC du Pays de Barr	CC	0	0	2012-10-22	2013-01-01	ACCOR		20	24562	31	FPU	0	0	0	 	0	 	M.	Claude	HAULLER		57 Rue de la Kirneck		67140 BARR	03 88 58 52 22	    	secretariat@barrbernstein.fr	www.pays-de-barr.com				 	    	    	
44 - Grand Est	67 - Bas-Rhin	4 - Saverne	200057321 - Truchtersheim	200034635	CC du Kochersberg	CC	0	0	2012-11-21	2013-01-01	RDC		23	27108	32	FPU	0	0	0	 	0	 	M.	Justin	VOGEL	Maison des Services du Kochersberg - Le Trèfle	32 Rue des Romains		67370 TRUCHTERSHEIM	03 88 69 76 29	03 88 69 73 10	com.com@kochersberg.fr	www.kochersberg.fr				 	    	03 88 69 73 10	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216704742 - Soultz-sous-Forêts	200040178	CC de l'Outre-Forêt	CC	0	0	2014-01-01	2014-01-01	RDC		13	16401	32	FPU	0	0	0		0		M.	Paul	HEINTZ		4 Rue de l'École		67250 SOULTZ-SOUS-FORETS	03 88 05 61 10	03 88 05 61 12	cdc.soultzerland@wanadoo.fr	www.cc-soultzerland.fr	4 rue de L'Ecole			67250 HOHWILLER	    	03 88 05 61 12	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216700252 - Beinheim	200041283	CC de la Plaine du Rhin	CC	0	0	2014-01-01	2014-01-01	ACCOR		19	18605	29	AAZSE	0	0	0		0		M.	Bernard	HENTSCH		3 Rue Principale		67930 BEINHEIM	03 88 53 08 20	03 88 53 08 29						 	    	03 88 53 08 29	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216701060 - Drusenheim	200041325	CC du Pays Rhénan	CC	0	0	2014-01-01	2014-01-01	RDC		17	37434	28	FPU	0	0	0		0		M.	Denis	HOMMEL		32 Rue du Général de Gaulle		67410 DRUSENHEIM	03 88 53 30 19	03 88 53 54 66	mairie.drusenheim@wanadoo.fr					 	    	03 88 53 54 66	
44 - Grand Est	67 - Bas-Rhin	4 - Saverne	216700617 - Bouxwiller	200067783	CC de Hanau-La Petite Pierre	CC	0	0	2017-01-01	2017-01-01	RDC		38	26698	33	FPU	0	0	0		0		M.	Patrick	MICHEL		10 Route d'Obermodern		67330 BOUXWILLER	03 88 71 31 79	03 88 71 32 20	secretariat@pays-de-hanau.com		MAIRIE DE BOUXWILLER	6 place du Château	BP 24	67330 BOUXWILLER	    	03 88 71 32 20	
44 - Grand Est	67 - Bas-Rhin	4 - Saverne	216704346 - Sarre-Union	200067841	CC de l'Alsace Bossue	CC	0	0	2017-01-01	2017-01-01	RDC		45	24602	30	AAZAE	0	0	0		0		M.	Marc	SÉNÉ		14 Rue Vincent d'Indy		67260 Sarre-Union	    	    	ccab@cc-alsace-bossue.net	www.cc-alsace-bossue.net	6 rue de Weyer			67320 DRULINGEN	03 88 01 21 00	    	
44 - Grand Est	67 - Bas-Rhin	5 - Sélestat-Erstein	216700286 - Benfeld	200067924	CC du Canton d'Erstein	CC	0	0	2017-01-01	2017-01-01	ACCOR		28	49423	49	FPU	1	0	0		0		M.	Stéphane	SCHAAL		1 Rue des 11 communes		67230 BENFELD	03 88 74 30 79	03 88 74 17 67	cocoben@cc-benfeld.fr	www.cc-benfeld.fr				 	    	03 88 74 17 67	
44 - Grand Est	67 - Bas-Rhin	4 - Saverne	216704379 - Saverne	200068112	CC du Pays de Saverne	CC	0	0	2017-01-01	2017-01-01	RDC		35	36469	41	FPU	0	0	0		0		M.	Dominique	MULLER		12 Rue du Zornhoff		67700 SAVERNE	    	    						 	    	    	
44 - Grand Est	67 - Bas-Rhin	3 - Molsheim	216705202 - Wasselonne	200068864	CC de la Mossig et du Vignoble	CC	0	0	2017-01-01	2017-01-01	RDC		24	25136	23	FPU	0	0	0		0		M.	Daniel	ACKER		31-33 Rue des Pins		67310 WASSELONNE	    	    	dominique.becker@mossigvignoble.fr		31-33 RUE DES PINS			67310 WASSELONNE	03 88 59 12 10	    	
