Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
27 - Bourgogne-Franche-Comté	39 - Jura	1 - Dole	213901986 - Dole	200010650	CA du Grand Dole	CA	0	0	2007-12-19	2008-01-01	RDC		47	56342	51	FPU	0	0	1	 	1	 	M.	JEAN PASCAL	FICHERE		Place de l'Europe		39100 DOLE	03 84 79 78 40	03 84 79 78 43	info@grand-dole.fr		idem			 	    	03 84 79 78 43	
27 - Bourgogne-Franche-Comté	39 - Jura	2 - Lons-le-Saunier	213903008 - Lons-le-Saunier	200071116	CA ECLA  (Espace Communautaire Lons Agglomération)	CA	0	0	2016-12-14	2017-01-01	ACCOR		32	35853	41	FPU	0	0	0		1		M.	CLAUDE	BORCARD		4 Avenue du 44ème RI		39000 LONS LE SAUNIER	03 84 24 46 06	03 84 47 00 29	contact@cc-lons-le-saunier.fr	www.cc-lons-le-saunier.fr	4, avenue du 44ème RI			39000 LONS LE SAUNIER	03 84 24 46 06	03 84 47 00 29	
27 - Bourgogne-Franche-Comté	39 - Jura	3 - Saint-Claude	213904782 - Saint-Claude	200026573	CC Haut-Jura Saint-Claude	CC	0	0	2010-11-16	2011-01-01	RDC		22	20220	35	FPU	0	0	1	 	1	 	Mme	ISABELLE	HEURTIER		13 Bis Boulevard de la République		39200 SAINT CLAUDE	03 84 45 89 00	03 84 45 88 90	contact@hautjurasaintclaude.fr		13 bis, boulevard de la République			39200 SAINT CLAUDE	    	    	
27 - Bourgogne-Franche-Comté	39 - Jura	2 - Lons-le-Saunier	213900566 - Bletterans	200069615	CC Bresse Haute Seille	CC	0	0	2016-12-07	2017-01-01	RDC		54	19591	32	FPU	0	0	1		0		M.	JEAN LOUIS	MAITRE		1 Place de la Mairie		39140 BLETTERANS	    	    	bresse-revermont@orange.fr		IDEM			 	    	    	
27 - Bourgogne-Franche-Comté	39 - Jura	2 - Lons-le-Saunier	213900970 - Champagnole	200069623	CC Champagnole Nozeroy Jura	CC	0	0	2016-12-07	2017-01-01	RDC		66	23755	34	FPU	0	0	0		0		M.	CLEMENT	PERNOT		3 Rue Victor Bérard		39300 CHAMPAGNOLE	03 84 52 06 20	03 84 52 06 25	contact@champagnoleporteduhautjura.fr		idem			 	    	03 84 52 06 25	
27 - Bourgogne-Franche-Comté	39 - Jura	1 - Dole	213904345 - Poligny	200071595	CC Arbois, Poligny, Salins, Coeur du Jura	CC	0	0	2016-12-16	2017-01-01	RDC		66	22541	41	FPU	0	0	0		0		M.	DOMINIQUE	BONNET		4 Rue du Champ de Foire		39800 POLIGNY	03 84 73 77 58	    						 	03 84 73 77 58	    	
27 - Bourgogne-Franche-Comté	39 - Jura	2 - Lons-le-Saunier	213901739 - Cousance	200072056	CC Porte du Jura	CC	0	0	2016-12-19	2017-01-01	RDC		22	10804	31	FPU	0	0	0		0		M.	CHRISTIAN	BUCHOT		10 Grande Rue		39190 BEAUFORT	    	    						 	    	03 84 48 96 70	
27 - Bourgogne-Franche-Comté	39 - Jura	2 - Lons-le-Saunier	213903974 - Orgelet	200090579	CC Terre d'Émeraude Communauté	CC	0	0	2019-11-14	2020-01-01	RDC		92	25247	53	FPU	0	0	0		0		M.	PHILIPPE	PROST		4 Chemin du Quart		39270 ORGELET	    	    						 	    	    	
27 - Bourgogne-Franche-Comté	39 - Jura	3 - Saint-Claude	213904709 - Les Rousses	243900354	CC de la Station des Rousses-Haut Jura	CC	0	0	1993-12-31	1993-12-31	RDC		4	7383	16	AAZSE	0	0	0	 	0	 	M.	NOLWENN	MARCHAND	Fort des Rousses	Rue du Sergent-Chef Benoît Lizon		39220 ROUSSES (LES)	03 84 60 52 60	03 84 60 52 61	cc-les-rousses@wanadoo.fr	www.lesrousses.com				 	    	03 84 60 52 61	
27 - Bourgogne-Franche-Comté	39 - Jura	1 - Dole	213900939 - Chamblay	243900420	CC du Val d'Amour	CC	0	0	1993-12-31	2012-07-27	ACCOR	Recomposition suite organisation d'élections municipales partielles à Villeneuve d'Aval	24	9528	37	FPU	0	1	0	 	0	 	M.	ETIENNE	ROUGEAUX		74 Grande Rue		39380 CHAMBLAY	    	    	c.c.v.a@wanadoo.fr		74 Grande Rue			39380 CHAMBLAY	03 84 37 74 74	    	
27 - Bourgogne-Franche-Comté	39 - Jura	3 - Saint-Claude	200060051 - Hauts de Bienne	243900479	CC Haut-Jura Arcade Communauté	CC	0	0	1993-12-31	1993-12-31	ACCOR		4	9488	35	FPU	0	0	0	 	0	 	M.	LAURENT	PETIT		112 Rue de la République	BP 106	39400 MOREZ	03 84 34 11 30	03 84 33 07 45	arcade.morez@free.fr					 	    	03 84 33 07 45	
27 - Bourgogne-Franche-Comté	39 - Jura	1 - Dole	200087203 - Dampierre	243900560	CC Jura Nord	CC	0	0	1994-12-30	1994-12-30	RDC		32	11976	34	FPU	0	0	1	 	0	 	M.	GEROME	FASSENET		1 Chemin du Tissage		39700 DAMPIERRE	03 84 71 12 17	03 84 81 35 11	ccjura.nord@wanadoo.fr		1, rue du Tissage			39700 DAMPIERRE	    	03 84 81 35 11	
27 - Bourgogne-Franche-Comté	39 - Jura	3 - Saint-Claude	213904873 - Saint-Laurent-en-Grandvaux	243900610	CC la Grandvallière	CC	0	0	1994-12-30	1994-12-30	ACCOR		8	5570	22	FPU	0	0	0	 	0	 	Mme	FRANCOISE	VESPA		31 Rue de Paris		39150 SAINT LAURENT EN GRANDVAUX	03 84 60 20 63	03 84 60 25 41	secretariat@lagrandvalliere.fr		31 rue de Paris			39150 SAINT LAURENT EN GRANDVAUX	03 84 60 20 63	03 84 60 25 41	
27 - Bourgogne-Franche-Comté	39 - Jura	1 - Dole	213901283 - Chaussin	243901089	CC de la Plaine Jurassienne	CC	0	0	2001-12-21	2012-10-09	ACCOR		21	9235	34	FPU	0	0	0	 	0	 	M.	CHRISTIAN	LAGALICE		3 Place du Collège		39120 CHAUSSIN	03 84 81 80 12	03 84 81 72 03	la-plaine.jurassienne@wanadoo.fr					 	    	03 84 81 72 03	
27 - Bourgogne-Franche-Comté	39 - Jura	3 - Saint-Claude	200086817 - Grande-Rivière Château	200005601	SIVOS des Joux	SIVU	0	0	2006-10-26	2006-10-26	MEMNB		2	1464	2	CBUDG	0	0	0		0		M.	JEAN JACQUES	CHARTON	Mairie			39150 GRANDE RIVIERE	    	    			idem			 	    	    	
