Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215403957 - Nancy	245400676	Métropole du Grand Nancy	METRO	0	0	1995-12-31	1996-01-01	RDC		20	261643	57	FPU	0	1	0	 	0	 	M.	Mathieu	KLEIN		22-24 Viaduc Kennedy	CO 36	54035 NANCY CEDEX	03 83 91 83 91	03 83 91 83 96		www.grand-nancy.org				 	    	03 83 91 83 96	
44 - Grand Est	54 - Meurthe-et-Moselle	1 - Briey	215403239 - Longwy	245400262	Grand Longwy Agglomération	CA	0	0	1960-11-27	1960-11-28	RDC		21	64260	40	FPU	0	1	0	 	0	 	M.	Serge	DE CARLI		2 Rue de Lexy	CS 11432	54414 LONGWY CEDEX	03 82 26 03 00	03 82 26 03 01	ccal.direction@cc-longwy.fr					 	    	03 82 26 03 01	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215405135 - Tantonville	200035772	CC du Pays du Saintois	CC	0	0	2012-12-19	2013-01-01	RDC		55	14510	31	ASZSE	0	0	1	 	0	 	M.	Jérôme	KLEIN		21 Rue de la Gare		54116 TANTONVILLE	03 83 52 47 93	    						 	    	    	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215404310 - Pont-à-Mousson	200041515	CC du Bassin de Pont-à-Mousson	CC	0	0	2014-01-01	2014-01-01	ACCOR		31	40753	32	FPU	0	0	0		0		M.	Henry	LEMOINE		75 Allée Louis-Camille Maillard		54700 PONT A MOUSSON	03 83 87 87 00	03 83 81 48 39	info@bassin-pont-a-mousson.fr	www.bassin-pont-a-mousson.fr				 	    	03 83 81 48 39	
44 - Grand Est	54 - Meurthe-et-Moselle	1 - Briey	215403221 - Longuyon	200043693	CC Terre Lorraine du Longuyonnais	CC	0	0	2013-04-22	2014-01-01	RDC		27	15637	29	FPU	0	0	0		0		M.	Jean-Pierre	JACQUE		51 Rue Augistrou		54260 LONGUYON	03 82 44 55 00	03 82 26 58 69	com-com-longuyon@orange.fr		51 rue Augistrou			54260 LONGUYON	03 82 26 45 18	03 82 26 58 69	
44 - Grand Est	54 - Meurthe-et-Moselle	2 - Lunéville	215400763 - Blainville-sur-l'Eau	200067643	CC Meurthe Mortagne Moselle	CC	0	0	2016-10-24	2017-01-01	RDC		37	16749	32	ASZSE	0	0	0		0		M.	Philippe	DANIEL		56 Avenue Pierre Sémard		54360 Blainville sur l'Eau	03 83 71 43 62	03 83 72 44 01	secretariat@cc3m.fr					 	    	03 83 72 44 01	
44 - Grand Est	54 - Meurthe-et-Moselle	2 - Lunéville	215400771 - Blâmont	200069433	CC de Vezouze en Piémont	CC	0	0	2016-10-24	2017-01-01	RDC		51	11793	24	ASZSE	0	0	1		0		M.	Philippe	ARNOULD		38 Rue de la Voise	BP 8	54450 BLAMONT	03 83 42 46 46	03 83 42 46 47						 	    	03 83 42 46 47	
44 - Grand Est	54 - Meurthe-et-Moselle	1 - Briey	215400292 - Audun-le-Roman	200070290	CC Coeur du Pays Haut	CC	0	1	2016-12-09	2017-01-01	RDC		25	23664	37	FPU	1	0	0		0		M.	Daniel	MATERGIA		71 Route de Briey		54560 AUDUN LE ROMAN	03 82 21 59 00	03 83 21 60 00						 	    	03 83 21 60 00	
44 - Grand Est	54 - Meurthe-et-Moselle	2 - Lunéville	215403296 - Lunéville	200070324	CC du Territoire de Lunéville à Baccarat	CC	0	0	2016-12-09	2017-01-01	RDC		43	41222	28	FPU	0	0	0		0		M.	Bruno	MINUTIELLO		11 Avenue de la Libération		54300 LUNEVILLE	03 83 74 05 00	03 83 74 16 27						 	    	03 83 74 16 27	
44 - Grand Est	54 - Meurthe-et-Moselle	4 - Toul	215401746 - Écrouves	200070563	CC Terres Touloises	CC	0	0	2016-12-12	2017-01-01	RDC		41	45338	35	FPU	1	0	0		0		M.	Fabrice	CHARTREUX		Rue du Mémorial du Génie		54200 ECROUVES	03 83 43 23 76	03 83 63 27 70						 	    	03 83 63 27 70	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215401134 - Champenoux	200070589	CC de Seille et Grand Couronné	CC	0	0	2016-12-12	2017-01-01	RDC		42	19167	33	FPU	1	0	0		0		M.	Claude	THOMAS		47 Rue Saint-Barthélémy		54280 CHAMPENOUX	03 83 31 74 37	03 83 31 73 13						 	    	    	
44 - Grand Est	54 - Meurthe-et-Moselle	4 - Toul	215405184 - Thiaucourt-Regniéville	200070738	CC Mad et Moselle	CC	0	1	2016-12-12	2017-01-01	RDC		47	19443	39	FPU	0	0	0		0		M.	Gilles	SOULIER		98 Grande Rue		54530 Arnaville	    	    			2 Bis rue Henri POULET			54470 Thiaucourt - Regniéville	03 83 81 91 69	03 83 81 96 77	
44 - Grand Est	54 - Meurthe-et-Moselle	1 - Briey	215400284 - Auboué	200070845	CC Orne Lorraine Confluences	CC	0	0	2016-10-24	2017-01-01	RDC		41	53779	35	FPU	1	0	0		0		M.	Luc	RITZ		1 Place du Général Leclerc		54580 Auboué	    	03 82 46 19 47						 	    	    	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215403973 - Neuves-Maisons	245400171	CC Moselle et Madon	CC	0	0	1965-08-11	1965-08-12	RDC		19	28647	41	FPU	1	0	0	 	0	 	M.	Filipe	PINHO		145 Rue du Breuil		54230 NEUVES MAISONS	03 83 26 45 00	03 83 47 11 23	contact@cc-mosellemadon.fr	www.cc-mosellemadon.fr				 	    	03 83 47 11 23	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215401597 - Dombasle-sur-Meurthe	245400189	CC des Pays du Sel et du Vermois	CC	0	0	2001-07-13	2001-07-14	RDC		16	29257	31	FPU	0	0	0	 	1	 	M.	David	FISCHER	ZAC du Saulcy	3 Rue Louis Majorelle		54110 DOMBASLE SUR MEURTHE	03 83 45 23 32	03 83 46 68 62		www.cc-seletvermois.fr				 	    	03 83 46 68 62	
44 - Grand Est	54 - Meurthe-et-Moselle	4 - Toul	215401357 - Colombey-les-Belles	245400510	CC du Pays de Colombey et du Sud Toulois	CC	0	1	2000-12-29	2000-12-30	ACCOR		38	11418	36	FPU	1	0	0	 	0	 	M.	Philippe	PARMENTIER		6 Impasse de la Colombe	BP 12	54710 COLOMBEY  LES BELLES	03 83 52 08 16	03 83 52 85 25						 	    	03 83 52 85 25	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215404302 - Pompey	245400601	CC du Bassin de Pompey	CC	0	0	1994-12-29	1994-12-30	RDC		13	40182	50	FPU	1	1	0	 	0	 	M.	Laurent	TROGRLIC		Rue des Quatre Éléments	BP 60 008	54340 POMPEY	03 83 49 81 81	03 83 49 81 99						 	    	03 83 49 81 99	
44 - Grand Est	54 - Meurthe-et-Moselle	2 - Lunéville	215401761 - Einville-au-Jard	245400759	CC du Pays du Sanon	CC	0	0	1997-12-24	1997-12-25	RDC		28	5935	21	ASZSE	0	0	1	 	0	 	M.	Jacques	LAVOIL		7 Place de la Fontaine		54370 EINVILLE AU JARD	03 83 72 05 64	03 83 72 06 33						 	03 83 72 05 64	03 83 72 06 33	
44 - Grand Est	54 - Meurthe-et-Moselle	1 - Briey	215402348 - Gorcy	200000362	SI scolaire Saint-Exupéry	SIVU	0	0	2005-12-08	2005-12-08	AUTR	4 Délégués pour GORCY et 1 pour VILLE HOUDLEMONT	2	3715	2	CBUDG	0	0	0		0		Mme	Sandrine	CAROSI	Mairie de Gorcy	1 Place Roland Labbé		54730 GORCY	03 82 26 80 11	03 82 26 89 02						 	    	03 82 26 89 02	
44 - Grand Est	54 - Meurthe-et-Moselle	4 - Toul	215401027 - Bruley	200000727	SI scolaire Le 3 V	SIVU	0	0	2005-12-15	2005-12-16	MEMNB		3	1801	2	CBUDG	0	0	0		0		Mme	Angélique	LESSERTEUR	Mairie de Bruley	36 Rue Victor Hugo		54200 BRULEY	03 83 43 85 87	03 83 43 85 88						 	    	03 83 43 85 88	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215403361 - Maizières	200002830	SIVU du plateau aéronautique Sainte-Barbe	SIVU	0	0	2006-04-12	2006-04-12	MEMNB		2	2379	1	CBUDG	0	0	0		0		M.	Jean	LOPES	Mairie de Maizières	45 Rue Carnot		54550 MAIZIERES	03 83 52 75 41	03 83 52 75 66						 	    	03 83 52 75 66	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215402504 - Haraucourt	200006690	SI scolaire de l'école Charles Perrault	SIVU	0	0	2006-12-21	2006-12-22	POPUL		3	1078	2	CBUDG	0	0	0	 	0	 	Mme	Patricia	FOURCAULX	Mairie d'Haraucourt	5 Bis Rue des Écoles		54110 HARAUCOURT	03 83 48 29 16	03 23 45 17 25						 	    	03 23 45 17 25	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215401563 - Diarville	200010866	SI scolaire des Tailles	SIVU	0	0	2007-10-17	2007-10-18	MEMNB		7	973	2	CBUDG	0	0	0		0		Mme	Bénédicte	HAYE	Mairie de Diarville	1 Place du Docteur Midon		54930 Diarville	03 83 25 34 58	    	mairiediarville@wanadoo.fr					 	    	    	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215404658 - Roville-devant-Bayon	200027993	SI d'assainissement du Chalet (SIAC)	SIVU	0	0	2011-02-24	2011-02-25	MEMNB		3	1232	2	CBUDG	0	0	0		0		M.	Éric	BAUM	Mairie de Roville-devant-Bayon	23 Avenue du Général Leclerc		54290 ROVILLE DEVANT BAYON	03 83 72 51 21	03 83 76 28 70						 	    	03 83 76 28 70	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215401118 - Chaligny	200029676	Syndicat d'aménagement urbain de Chaligny - Neuves-Maisons	SIVU	0	0	2011-10-24	2011-10-25	MEMNB		2	9467	1	CBUDG	0	0	0		0		M.	Pascal	SCHNEIDER	Mairie de Chaligny	128 Rue Edmond Pintier		54230 CHALIGNY	    	    						 	    	    	
44 - Grand Est	54 - Meurthe-et-Moselle	4 - Toul	215400805 - Blénod-lès-Toul	200068492	SI "La Marelle"	SIVU	0	0	2016-11-22	2017-01-01	MEMNB		5	2632	2	CBUDG	0	0	0		0		M.	Rémi	ADAM		2 Route de Mont le Vignoble		54113 BLENOD LES TOUL	    	    						 	    	    	
44 - Grand Est	54 - Meurthe-et-Moselle	2 - Lunéville	215400391 - Baccarat	200070399	SIVOM des vallées du Cristal	SIVU	0	0	2016-12-08	2017-01-01	AUTR	Défini par les statuts	8	6787	1	CBUDG	0	0	0		0		M.	Christian	GEX		5 Rue des Trois Frères Clément		54120 BACCARAT	    	    						 	    	    	
44 - Grand Est	54 - Meurthe-et-Moselle	2 - Lunéville	215404476 - Réclonville	200086866	SI de gestion forestière du Ban de la rivière	SIVU	0	0	2018-11-14	2018-11-14	MEMNB		3	215	1	CBUDG	0	0	0		0		M.	Jean-François	GUSTAW	Mairie de Réclonville	21 Grande Rue		54450 Réclonville	03 83 72 21 72	    						 	    	    	
44 - Grand Est	54 - Meurthe-et-Moselle	1 - Briey	215402702 - Hussigny-Godbrange	200098200	SI Police municipale d'Hussigny Longlaville	SIVU	0	0	2022-05-17	2022-05-17	MEMNB		2	6345	1	CBUDG	0	0	0		0		M.	Laurent	RIGHI	Mairie d'Hussigny-Godbrange	1 Rue du Maréchal Foch		54590 HUSSIGNY GODBRANGE	    	    						 	    	    	
44 - Grand Est	54 - Meurthe-et-Moselle	4 - Toul	215401621 - Domgermain	200098259	SIRPI de Domgermain et Choloy-Ménillot	SIVU	0	0	2022-05-23	2022-05-23	MEMNB		2	1880	2	CBUDG	0	0	0		0		M.	Pierre	VARIS		25 Rue de la Gare		54119 Domgermain	    	    						 	    	    	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215405275 - Tonnoy	245400080	SI scolaire de Chantonel	SIVU	0	0	1972-03-01	1972-03-02	MEMNB		4	1697	2	CBUDG	0	0	0		0		Mme	Sabine	CIROCCO-JOLLARD	Mairie de Tonnoy	20 Place de la Libération		54210 TONNOY	03 83 26 62 33	03 83 26 69 53						 	    	03 83 26 69 53	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215402520 - Haroué	245400353	SIVOM d'Haroué	SIVU	0	0	1964-08-24	1964-08-24	MEMNB		7	1485	1	CBUDG	0	0	0	 	0	 	M.	Jean-Marie	MARLIER	Groupe scolaire	2 Route de Ville-sur-Madon		54740 HAROUE	03 83 52 40 12	03 83 42 47 58						 	    	03 83 42 47 58	
44 - Grand Est	54 - Meurthe-et-Moselle	3 - Nancy	215404344 - Praye	245400569	SIVOM du signal de Vaudémont	SIVU	0	0	1967-11-30	1967-11-30	MEMNB		4	527	1	CBUDG	0	0	0	 	0	 	M.	Eric	PERROTEZ	Mairie de Praye	7 Rue du Docteur Breton		54116 PRAYE	03 83 26 95 59	03 83 26 95 59						 	    	03 83 26 95 59	
44 - Grand Est	54 - Meurthe-et-Moselle	1 - Briey	215404765 - Saint-Jean-lès-Longuyon	245400874	Groupement de communes de la vallée de l'Othain	SIVU	1	0	2003-08-07	2003-08-08	MEMNB		4	1014	2	CBUDG	0	0	0		0		M.	Jean-François	DAMIEN	Mairie de Saint-Jean-lès-Longuyon	9 Rue du Château		54260 SAINT JEAN LES LONGUYON	03 82 26 62 58	03 82 26 69 31						 	    	03 82 26 69 31	
