Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
27 - Bourgogne-Franche-Comté	71 - Saône-et-Loire	1 - Autun	217101534 - Le Creusot	247100290	CU Le Creusot Montceau-les-Mines	CU	0	0	1970-01-13	1970-01-13	RDC	disposant d'au moins un siège. Par ailleurs les communes ont décidé de majorer le nombre de sièges de 10% comme le permet la réglementation.	34	92202	51	FPU	0	1	0	 	0	 	M.	David	MARTI	Château de la Verrerie		BP 69	71206 LE CREUSOT	    	03 85 56 38 51	info@creusot-montceau.org					 	    	03 85 56 38 51	
27 - Bourgogne-Franche-Comté	71 - Saône-et-Loire	5 - Mâcon	217102706 - Mâcon	200070308	CA Mâconnais Beaujolais Agglomération	CA	0	1	2016-12-08	2017-01-01	RDC		39	81134	38	FPU	0	0	0		0		M.	Jean-Patrick	COURTOIS		67 Esplanade du Breuil	CS 20811	71011 MACON CEDEX	03 85 21 07 70	03 85 40 99 76	accueil@mb-agglo.com					 	    	03 85 40 99 76	
27 - Bourgogne-Franche-Comté	71 - Saône-et-Loire	2 - Chalon-sur-Saône	217100767 - Chalon-sur-Saône	247100589	CA Le Grand Chalon	CA	0	0	1993-12-21	1994-01-01	RDC		51	117686	45	FPU	0	0	0	 	1	 	M.	Sébastien	MARTIN	Quartier Saint-Cosme	23 Avenue Georges Pompidou		71100 CHALON	03 85 94 15 15	03 85 94 15 16	contact@legrandchalon.fr	www.legrandchalon.fr				 	    	03 85 94 15 16	
27 - Bourgogne-Franche-Comté	71 - Saône-et-Loire	2 - Chalon-sur-Saône	217105667 - Verdun-sur-le-Doubs	200040038	CC Saône Doubs Bresse	CC	0	0	2014-01-01	2014-01-01	RDC		27	12359	25	FPU	0	0	0		0		Mme	Brigitte	BEAL		16 Rue de la République		71350 VERDUN-SUR-LE-DOUBS	    	    	ccsaonedoubsbresse@orange.fr					 	    	    	
27 - Bourgogne-Franche-Comté	71 - Saône-et-Loire	5 - Mâcon	217101377 - Cluny	200040293	CC du Clunisois	CC	0	0	2014-01-01	2014-01-01	RDC		41	14505	35	FPU	0	0	0		0		M.	Jean-Luc	DELPEUCH		5 Place du Marché		71250 CLUNY	03 85 20 00 11	    	secretariat.general@enclunisois.fr					 	03 85 20 00 11	    	
27 - Bourgogne-Franche-Comté	71 - Saône-et-Loire	4 - Louhans	217104199 - Saint-Germain-du-Bois	200042414	CC Bresse Revermont 71	CC	0	0	2014-01-01	2014-01-01	ACCOR		17	10094	25	AAZSE	0	0	0		0		M.	Didier	FICHET		8 Rue Pontpierre		71330 SAINT-GERMAIN-DU-BOIS	03 85 72 02 19	03 85 72 39 66	ccbr71@orange.fr					 	    	03 85 72 39 66	
27 - Bourgogne-Franche-Comté	71 - Saône-et-Loire	5 - Mâcon	217105436 - Tournus	200069698	CC Mâconnais - Tournugeois	CC	0	0	2017-01-01	2017-01-01	RDC		24	16372	23	FPU	0	0	0		0		M.	Christophe	RAVOT	Zone d'Activité du Pas Fleury	107 Rue Cardinal de Fleury 	BP 75	71700 TOURNUS	03 85 51 05 56	03 85 51 74 17	administration@ccmt71.fr					 	    	03 85 51 74 17	
27 - Bourgogne-Franche-Comté	71 - Saône-et-Loire	3 - Charolles	217102300 - Gueugnon	200070316	CC Entre Arroux, Loire et Somme	CC	0	0	2016-12-09	2017-01-01	RDC		30	22169	27	FPU	0	0	0		0		M.	Dominique	LOTTE		1 Rue Pasteur		71130 GUEUGNON	03 85 85 12 92	03 85 85 35 40	accueil@cceals.fr	l				 	    	03 85 85 35 40	
27 - Bourgogne-Franche-Comté	71 - Saône-et-Loire	1 - Autun	217100148 - Autun	200070530	CC du Grand Autunois Morvan	CC	0	0	2016-12-08	2017-01-01	RDC		55	36807	37	FPU	0	0	0		0		Mme	Marie-Claude	BARNAY	Hôtel Communautaire	7 Route du Bois de Sapin		71400 AUTUN	03 85 86 80 52	03 85 52 18 66	contact@grandautunoismorvan.fr					 	    	    	
27 - Bourgogne-Franche-Comté	71 - Saône-et-Loire	3 - Charolles	217101203 - Chauffailles	200070548	CC Brionnais Sud Bourgogne	CC	0	0	2016-12-09	2017-01-01	RDC		29	15332	29	FPU	0	0	0		0		Mme	Stéphanie	DUMOULIN		4 Rue Élie Maurette		71170 CHAUFFAILLES	03 85 26 52 20	03 85 26 52 21	ag@cclccb.fr					 	    	03 85 26 52 21	
