Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215200833 - Chaumont	200068658	CA de Chaumont	CA	0	0	2016-11-28	2017-01-01	RDC		63	45850	48	FPU	0	0	0		0		M.	Stéphane	MARTINELLI	Hôtel de Ville de Chaumont	Place de la Concorde	BP 564	52012 CHAUMONT Cédex	    	    	pays-chaumontais@ville-chaumont.fr					 	    	    	
44 - Grand Est	52 - Haute-Marne	3 - Saint-Dizier	215203233 - Saint-Dizier	200068666	CA de Saint-Dizier Der et Blaise	CA	0	1	2016-11-28	2017-01-01	RDC		60	57225	41	FPU	0	0	0		0		M.	Quentin	BRIERE	Hôtel de Ville de Saint-Dizier	Place Aristide Briand		52115 SAINT-DIZIER Cedex	03 25 07 31 73	03 25 04 27 39	codecom@mairie-saintdizier.fr					 	    	03 25 04 27 39	
44 - Grand Est	52 - Haute-Marne	2 - Langres	200055770 - Le Montsaugeonnais	200027308	CC d'Auberive Vingeanne et Montsaugeonnais	CC	0	0	2010-12-29	2011-01-01	RDC		51	8276	28	AAZSE	0	0	1	 	0	 	M.	Laurent	AUBERTOT		Rue des Brosses		52190 PRAUTHOY	03 25 87 31 04	03 25 87 74 68						 	    	03 25 87 74 68	
44 - Grand Est	52 - Haute-Marne	3 - Saint-Dizier	215201807 - Joinville	200044253	CC du Bassin de Joinville en Champagne	CC	0	0	2013-05-31	2014-01-01	ACCOR		59	12545	23	FPU	0	0	1		0		M.	Jean-Marc	FEVRE		3 Rue des Capucins		52300 JOINVILLE	03 25 05 94 69	    			13, rue Mauclère			52300 JOINVILLE	    	    	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215201773 - Illoud	200069664	CC Meuse Rognon	CC	0	0	2016-12-06	2017-01-01	RDC		59	10806	27	AAZAE	0	0	0		0		M.	Nicolas	LACROIX	Mairie			52150 ILLOUD	    	    						 	    	    	
44 - Grand Est	52 - Haute-Marne	2 - Langres	215201419 - Fayl-Billot	200070332	CC des Savoir-Faire	CC	0	1	2016-12-06	2017-01-01	RDC		63	15457	32	FPU	1	0	1		1		M.	Eric	DARBOT		27 Grande Rue		52500 Fayl-Billot	03 25 88 82 03	03 25 84 45 54	ccpchalindrey@tiscali.fr		Maison des services	16 rue de la Libération		52600 CHALINDREY	03 25 88 82 03	03 25 90 06 57	
44 - Grand Est	52 - Haute-Marne	2 - Langres	215201922 - Langres	200072999	CC du Grand Langres	CC	0	0	2016-12-27	2017-01-01	RDC		54	21452	25	FPU	0	0	1		0		M.	Jacky	MAUGRAS	Bâtiment 21	27 Place d'Armes Commandant Chauchard	CS 70127	52206 LANGRES CEDEX	03 25 87 77 77	    	secretariat@grand-langres.fr		27 avenue de Langres			52140 VAL DE MEUSE	03 25 88 57 07	03 25 88 00 90	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215200783 - Châteauvillain	245200597	CC des Trois Forêts	CC	0	0	2003-10-01	2003-10-01	RDC		29	7479	26	ASZSE	0	0	0	 	0	 	Mme	Marie-Claude	LAVOCAT		4 Route de Châtillon		52120 CHATEAUVILLAIN	03 25 01 38 53	03 25 01 38 53	cc3f@wanadoo.fr					 	    	03 25 01 38 53	
44 - Grand Est	52 - Haute-Marne	3 - Saint-Dizier	215203175 - Rupt	200016715	SI de gestion forestière de la vallée de la Marne	SIVU	0	0	2008-09-04	2008-09-04	MEMNB		7	4966	1	CBUDG	0	0	0	 	0	 	M.	DENIS	DAILLET	Mairie	Rue de l'Église		52300 RUPT	03 25 94 04 80	03 25 94 04 80	rupt52.mairie@wanadoo.fr					 	    	03 25 94 04 80	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215201484 - Foulain	200027837	SIVOS et extrascolaire Marne Suize	SIVU	0	0	2011-01-28	2011-01-28	MEMNB		2	995	1	CBUDG	0	0	0		0		M.	Robert	HENRY	Mairie de Foulain	45 Route Nationale		52800 FOULAIN	    	    						 	    	    	
44 - Grand Est	52 - Haute-Marne	2 - Langres	215201419 - Fayl-Billot	200039113	SIVU de Fayl-Billot	SIVU	0	0	2013-05-03	2013-05-03	MEMNB		26	5187	1	CBUDG	0	0	0		0		M.	Bernard	GENDROT	Mairie de Fayl-Billot	15 Place de la Mairie		52500 Fayl-Billot	03 25 88 62 14	03 25 87 63 40						 	    	03 25 87 63 40	
44 - Grand Est	52 - Haute-Marne	3 - Saint-Dizier	215201252 - Doulaincourt-Saucourt	200082352	SI des transports de Doulaincourt	SIVU	0	0	2018-09-10	2018-09-10	MEMNB		32	8084	1	CBUDG	0	0	0		0		M.	Xavier	ROCHAT		25 Rue Croix de Chauffourt		52270 DOULAINCOURT	    	    						 	03 25 03 94 19	    	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215203860 - Vitry-lès-Nogent	245200118	SI des Trois vallées	SIVU	0	0	1975-01-22	1975-01-22	MEMNB		3	634	1	CBUDG	0	0	0	 	0	 	M.	Jean Michel	KONARSKI	Mairie			52800 VITRY LES NOGENT	    	    						 	    	    	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215200015 - Ageville	255200107	SI des eaux d'Ageville - Esnouveaux	SIVU	0	0	1949-03-07	1949-03-07	MEMNB		2	627	1	CBUDG	0	0	0		0		M.	GUY	URSCHEL	Mairie			52340 AGEVILLE	    	    						 	    	    	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215202078 - Longchamp	255200164	SI de la Sueurre et du Lonzay	SIVU	0	0	1946-10-14	1946-10-14	MEMNB		3	252	1	CBUDG	0	0	0		0		M.	Jean Guillaume	DECORSE	Mairie du Président			52240 LONGCHAMP LES MILLIERES	    	    						 	    	    	
44 - Grand Est	52 - Haute-Marne	3 - Saint-Dizier	215204389 - Nully	255200180	SI des eaux de Nully, Trémilly et Thil	SIVU	0	1	1960-08-25	1960-08-25	MEMNB		3	340	1	CBUDG	0	0	0	 	0	 	M.	FREDERIC	CHATELOT	Mairie de Nully	12 Grande Rue		52110 NULLY	03 25 55 99 13	    			Mairie de NULLY	12 grande rue		52110 NULLY	03 25 55 99 13	    	
