Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
84 - Auvergne-Rhône-Alpes	42 - Loire	3 - Saint-Étienne	214202186 - Saint-Étienne	244200770	Saint-Étienne Métropole	METRO	0	0	2000-12-13	2001-01-01	RDC		53	411009	61	FPU	0	1	0		1	 	M.	Gaël	PERDRIAU		2 Avenue Grüner		42000 ST ETIENNE	04 77 49 21 49	04 77 49 21 40	accueil@agglo-st-etienne.fr					 	    	04 77 49 21 40	
84 - Auvergne-Rhône-Alpes	42 - Loire	2 - Roanne	214201873 - Roanne	200035731	CA Roannais Agglomération	CA	0	0	2012-12-18	2013-01-01	RDC		40	103731	43	FPU	0	0	0	 	0	 	M.	Yves	NICOLIN		63 Rue Jean Jaurès	BP 5	42311 Roanne Cedex	    	    						 	    	    	
84 - Auvergne-Rhône-Alpes	42 - Loire	1 - Montbrison	214201477 - Montbrison	200065886	Loire Forez Agglomération (LFA)	CA	0	0	2016-09-29	2017-01-01	RDC		87	114631	47	FPU	0	0	0		1		M.	Christophe	BAZILE		17 Boulevard de la Préfecture	CS 30211	42605 MONTBRISON	04 26 54 70 00	04 26 54 70 01	agglomeration@loireforez.fr	www.loireforez.fr				 	    	04 26 54 70 01	
84 - Auvergne-Rhône-Alpes	42 - Loire	2 - Roanne	214200529 - Charlieu	200035202	CC Charlieu-Belmont	CC	0	0	2012-12-11	2013-01-01	ACCOR	Entériné par arrêté 220/2019 du 14 octobre 2019, pour 41 sièges.	25	24339	27	FPU	0	0	0	 	0	 	M.	René	VALORGE		9 Place de la Bouverie		42190 CHARLIEU	    	    			9 place de la Bouverie	Boite Postale 63		42190 CHARLIEU	04 77 69 03 06	04 77 60 12 49	
84 - Auvergne-Rhône-Alpes	42 - Loire	1 - Montbrison	214200941 - Feurs	200065894	CC de Forez-Est	CC	0	0	2016-09-29	2017-01-01	RDC		42	65592	31	FPU	1	0	0		0		M.	Jean-Pierre	TAITE		13 Avenue Jean Jaurès		42110 FEURS	04 77 28 29 30	04 77 26 29 40	feursenforez@yahoo.fr					 	    	04 77 26 29 40	
84 - Auvergne-Rhône-Alpes	42 - Loire	2 - Roanne	214202301 - Saint-Germain-Laval	244200614	CC des Vals d'Aix et Isable	CC	0	0	1993-12-22	1993-12-22	ACCOR	Accord local entériné par arrêté 222/2019 du 14 octobre 2019	12	6045	23	FPU	0	0	0		0	 	M.	Georges	BERNAT	Maison Communautaire	28 Rue Lugnier		42260 ST GERMAIN LAVAL	04 77 65 48 75	04 77 65 57 72	ccvai@ccvai.fr	www.cc-valsaixisable.fr	28 rue Robert Lugnier			42260 St GERMAIN LAVAL	04 77 65 48 75	04 77 65 57 72	
84 - Auvergne-Rhône-Alpes	42 - Loire	3 - Saint-Étienne	214200230 - Bourg-Argental	244200622	CC des Monts du Pilat	CC	0	0	1993-12-27	1993-12-27	RDC		16	15849	20	FPU	0	0	0	 	1	 	M.	Stéphane	HEYRAUD		Place de l'Hôtel de Ville	BP 27	42220 BOURG ARGENTAL	04 77 39 69 21	04 77 39 79 89	info@cc-montsdupilat.fr 					 	    	04 77 39 79 89	
84 - Auvergne-Rhône-Alpes	42 - Loire	2 - Roanne	214202897 - Saint-Symphorien-de-Lay	244200630	CC du Pays Entre Loire et Rhône	CC	0	0	1993-12-28	1993-12-28	RDC	Projet d'accord local à 36 non retenu par la majorité qualifiée dans les délais, d'où répartition de droit commun	16	14384	22	FPU	0	0	0		1	 	M.	Jean Paul	CAPITAN		44 Rue de la Tête Noire	BP 15	42470 ST SYMPHORIEN DE LAY	04 77 62 77 62	04 77 62 77 63	copler@copler.fr	www.copler.fr	6 rue de la Tête Noire			42470 St SYMPHORIEN de LAY	04 77 62 77 62	04 77 62 77 63	
84 - Auvergne-Rhône-Alpes	42 - Loire	2 - Roanne	214202483 - Saint-Just-en-Chevalet	244200820	CC du Pays d'Urfé	CC	0	0	1996-06-28	1996-06-28	ACCOR	Accord local entériné par arrêté 221/2019 du 9 octobre 2019	11	5254	24	AAZSE	0	0	1	 	0	 	M.	Charles	LABOURÉ	Maison du Pays d'Urfé			42430 ST JUST EN CHEVALET	04 77 65 12 24	04 77 65 07 77	contact@ccpu.fr	www.ccpu.fr	Quartier du Château			42430 St JUST en CHEVALET	04 77 65 12 24	04 77 65 07 77	
84 - Auvergne-Rhône-Alpes	42 - Loire	3 - Saint-Étienne	214201683 - Pélussin	244200895	CC du Pilat Rhodanien	CC	0	0	2001-11-30	2001-11-30	RDC		14	17329	28	FPU	0	0	0	 	1	 	M.	Serge	RAULT		Rue des Prairies		42410 PELUSSIN	04 74 87 30 13	04 74 87 30 14						 	    	04 74 87 30 14	
