Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
28 - Normandie	14 - Calvados	2 - Caen	211401187 - Caen	200065597	CU Caen la Mer	CU	0	0	2016-07-28	2017-01-01	RDC		48	279420	57	FPU	0	0	0		0		M.	Joël	BRUNEAU		16 Rue Rosa Parks	CS 52700	14027 CAEN CEDEX 9	02 31 39 40 00	02 31 79 61 44	d.cotting@agglo-caen.fr		16 Rue Rosa Parks		CS 52700	14027 CAEN CEDEX 9	02 31 39 40 00	02 31 79 61 44	
28 - Normandie	14 - Calvados	3 - Lisieux	211403662 - Lisieux	200069532	CA Lisieux Normandie	CA	0	0	2016-12-02	2017-01-01	RDC		53	74667	45	FPU	0	0	0		0		M.	François	AUBEY		11 Place François Mitterrand		14100 LISIEUX	02 31 61 66 00	02 31 61 66 01	secretariat@cclisieuxpaysdauge.fr		6 rue d'Alençon			14100 LISIEUX	02 31 61 66 00	02 31 61 66 01	
28 - Normandie	14 - Calvados	3 - Lisieux	211402250 - Dives-sur-Mer	200065563	CC Normandie-Cabourg-Pays d'Auge	CC	0	0	2016-07-28	2016-12-01	RDC		39	31915	26	FPU	1	0	0		0		M.	Olivier	PAZ				14160 DIVES-SUR-MER	02 31 28 39 97	02 31 28 50 25						14160 DIVES-SUR-MER	02 31 28 39 97	02 31 28 50 25	
28 - Normandie	14 - Calvados	2 - Caen	211400205 - Argences	200065589	CC Val ès Dunes	CC	0	0	2016-07-28	2017-01-01	RDC		18	19074	28	FPU	0	0	0		0		M.	Philippe	PESQUEREL		1 Rue Guéritot		14370 ARGENCES	02 31 15 63 70	02 31 86 00 72			1 rue de Guéritot			14370 ARGENCES	02 31 15 63 70	02 31 86 00 72	
28 - Normandie	14 - Calvados	2 - Caen	200060572 - Thury-Harcourt-le-Hom	200066710	CC Cingal-Suisse Normande	CC	0	0	2016-10-12	2017-01-01	RDC		42	25195	31	FPU	1	0	0		0		M.	Jacky	LEHUGEUR		4 Rue du Docteur Gourdin		14220 LE HOM	02 31 79 61 61	02 31 79 22 34	cdc-suissenormande@orange.fr		4 Rue du Docteur Gourdin			14220 LE HOM	02 31 79 61 61	02 31 79 22 34	
28 - Normandie	14 - Calvados	2 - Caen	211402573 - Évrecy	200066728	CC Vallées de l'Orne et de l'Odon	CC	0	0	2016-10-12	2017-01-01	RDC		23	26560	27	FPU	0	0	0		0		M.	Hubert	PICARD		2 Rue d'Yverdon	BP 3	14210 EVRECY	02 31 73 11 98	02 31 73 11 39	cc.evrecy.orne.odon@wanadoo.fr		2 Rue d'Yverdon		BP 3	14210 EVRECY	02 31 73 11 98	02 31 73 11 39	
28 - Normandie	14 - Calvados	1 - Bayeux	211403704 - Le Molay-Littry	200066801	CC Isigny-Omaha Intercom	CC	0	0	2016-10-13	2017-01-01	RDC		59	26854	30	FPU	1	0	0		0		M.	Patrick	THOMINES	Les Écoles			14330 LE MOLAY LITTRY	02 31 21 42 27	02 31 21 47 77	balleroy.le.molay.littry@wanadoo.fr		Les Ecoles			14330 LE MOLAY LITTRY	02 31 21 42 27	02 31 21 47 77	
28 - Normandie	14 - Calvados	3 - Lisieux	211403332 - Honfleur	200066827	CC du Pays de Honfleur-Beuzeville	CC	0	1	2016-09-23	2017-01-01	RDC		23	27666	30	FPU	0	0	0		0		M.	Michel	LAMARRE		33 Rue des Fossés		14600 HONFLEUR	02 13 14 29 30	02 31 14 29 39	contact@ccph.fr		33 rue des Fossés			14600 HONFLEUR	02 31 14 29 30	02 31 14 29 39	
28 - Normandie	14 - Calvados	4 - Vire	200060176 - Vire Normandie	200068799	CC Intercom de la Vire au Noireau	CC	0	0	2016-11-18	2017-01-01	RDC		17	47767	20	FPU	0	0	0		0		M.	Marc	ANDREU SABATER		20 Rue d'Aignaux		14500 VIRE-NORMANDIE	    	    						14500 VIRE-NORMANDIE	    	    	
28 - Normandie	14 - Calvados	1 - Bayeux	200065118 - Creully sur Seulles	200069516	CC Seulles Terre et Mer	CC	0	0	2016-12-02	2017-01-01	RDC		28	17760	26	FPU	0	0	0		0		M.	Thierry	OZENNE		10 Place Edmond Paillaud		14480 CREULLY-SUR-SEULLES	02 31 80 10 61	02 31 80 65 09	contact@bessin-seulles-mer.fr		Mairie			14480 CREULLY	02 31 80 10 61	02 31 80 65 09	
