Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
75 - Nouvelle Aquitaine	17 - Charente-Maritime	4 - Saintes	211704150 - Saintes	200036473	CA "Saintes - Grandes Rives - L'Agglo"	CA	0	0	2012-12-28	2013-01-01	RDC		36	63062	43	FPU	0	0	0	 	0	 	M.	BRUNO	DRAPRON		12 Boulevard Guillet Maillet		17100 SAINTES	05 46 93 41 50	05 46 98 23 38	info@agglo-saintes.fr					 	    	05 46 98 23 38	
75 - Nouvelle Aquitaine	17 - Charente-Maritime	2 - Rochefort	211702998 - Rochefort	200041762	CA Rochefort Océan	CA	0	0	2014-01-01	2014-01-01	RDC		25	65555	41	FPU	0	0	1		0		M.	HERVE	BLANCHE	Parc des Fourriers	3 Avenue Maurice Chupin	CS 50224	17304 ROCHEFORT cedex	05 46 82 17 80	05 46 99 76 30	accueil@agglo-rochefortocean.fr	www.agglo-rochefortocean.fr				 	    	05 46 99 76 30	
75 - Nouvelle Aquitaine	17 - Charente-Maritime	3 - La Rochelle	211703004 - La Rochelle	241700434	CA de La Rochelle	CA	0	0	1999-12-24	1999-12-24	ACCOR		28	182238	40	FPU	0	1	0	 	1	 	M.	JEAN-FRANCOIS	FOUNTAINE		6 Rue Saint-Michel	BP 1287	17086 LA ROCHELLE CEDEX	05 46 30 34 00	    	accueil@agglo-larochelle.fr	www.agglo-larochelle.fr				 	    	    	
75 - Nouvelle Aquitaine	17 - Charente-Maritime	2 - Rochefort	211703061 - Royan	241700640	CA Royan Atlantique	CA	0	0	2001-12-10	2001-12-10	RDC		33	87002	30	FPU	0	0	1	 	1	 	M.	VINCENT	BARRAUD		107 Avenue de Rochefort		17201 ROYAN CEDEX	05 46 22 19 20	05 46 05 60 34	contact@agglo-royan.fr	www.pays-royannais.com				 	    	05 46 05 60 34	
75 - Nouvelle Aquitaine	17 - Charente-Maritime	3 - La Rochelle	211701586 - Ferrières	200041499	CC Aunis Atlantique	CC	0	0	2014-01-01	2014-01-01	RDC		20	32219	31	FPU	0	0	1		1		M.	JEAN-PIERRE	SERVANT		200 Rue de la Juillerie		17170 FERRIERES	05 46 68 92 93	05 46 68 92 98	contact@aunisatlantique.fr	www.aunisatlantique.fr	200 rue de la Juillerie			17170 FERRIERES	05 46 68 92 93	05 46 68 92 98	
75 - Nouvelle Aquitaine	17 - Charente-Maritime	1 - Jonzac	211701974 - Jonzac	200041523	CC de la Haute Saintonge	CC	0	0	2014-01-01	2014-01-01	RDC		129	70297	19	AAZSE	0	0	0		0		M.	CLAUDE	BELOT		7 Rue Taillefer	BP 2	17500 JONZAC	05 46 48 12 11	05 46 48 74 78	contact@haute-saintonge.org	www.haute-saintonge.com				 	    	05 46 48 74 78	
75 - Nouvelle Aquitaine	17 - Charente-Maritime	2 - Rochefort	211704341 - Surgères	200041614	CC Aunis Sud	CC	0	0	2014-01-01	2014-01-01	ACCOR		24	33523	20	FPU	1	0	0		1		M.	JEAN	GORIOUX		44 Rue du 19 Mars 1962	BP 89	17700 SURGERES	05 46 07 22 33	05 46 07 72 60	accueil@aunis-sud.fr	www.surgeresco.com				 	    	05 46 07 72 60	
75 - Nouvelle Aquitaine	17 - Charente-Maritime	5 - Saint-Jean-d'Angély	211703475 - Saint-Jean-d'Angély	200041689	Vals de Saintonge Communauté	CC	0	0	2014-01-01	2014-01-01	RDC		110	53530	22	FPU	0	0	1		1		M.	JEAN-CLAUDE	GODINEAU		55 Rue Michel Texier  	BP 52	17413 ST JEAN D'ANGELY CEDEX	05 46 33 24 77	05 46 33 29 32	info@valsdesaintonge.fr					 	    	05 46 33 29 32	
75 - Nouvelle Aquitaine	17 - Charente-Maritime	3 - La Rochelle	211703699 - Saint-Martin-de-Ré	241700459	CC de l'Ile de Ré	CC	0	0	1993-12-30	1993-12-30	RDC		10	18014	23	FPU	1	0	1	 	1	 	M.	LIONEL	QUILLET		3 Rue du Père Ignace		17410 SAINT MARTIN DE RE	05 46 09 00 97	05 46 09 01 86	accueil@cc-iledere.fr	www.cc-iledere.fr	Communauté de Communes de l'Ile de Ré	Aile Saint-Michel	3 rue du Père Ignace	17410 SAINT-MARTIN-DE-RE	05 46 09 00 97	05 46 09 01 86	
75 - Nouvelle Aquitaine	17 - Charente-Maritime	4 - Saintes	211703871 - Saint-Porchaire	241700517	CC Coeur de Saintonge	CC	0	0	1993-12-30	1993-12-30	RDC		18	18114	24	FPU	0	0	1	 	0	 	M.	SYLVAIN	BARREAUD		Place Eugène Bézier	BP 23	17250 ST PORCHAIRE	05 46 95 35 83	05 46 95 47 97	cdc@coeurdesaintonge.fr					 	    	05 46 95 47 97	
