Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
75 - Nouvelle Aquitaine	86 - Vienne	3 - Poitiers	218601946 - Poitiers	200069854	CU du Grand Poitiers	CU	0	0	2017-01-01	2017-01-01	RDC		40	201860	66	FPU	0	0	0		0		Mme	Florence	JARDIN		15 Place du Maréchal Leclerc		86000 POITIERS	    	    						 	    	    	
75 - Nouvelle Aquitaine	86 - Vienne	1 - Châtellerault	218600666 - Châtellerault	248600413	CA Grand Châtellerault	CA	0	0	1993-12-24	1993-12-24	RDC		47	84998	45	FPU	0	0	0	 	0	 	M.	Jean-Pierre	ABELIN	Mairie de Châtellerault	76 Boulevard Blossac		86100 CHATELLERAULT	05 49 90 09 45	05 49 20 21 05	cabinetmairechatellerault@cg86.fr		Mairie de Châtellerault			 	    	05 49 20 21 05	
75 - Nouvelle Aquitaine	86 - Vienne	3 - Poitiers	218602902 - La Villedieu-du-Clain	200043628	CC des Vallées du Clain	CC	0	0	2013-01-23	2014-01-01	ACCOR		16	27554	30	FPU	1	0	0		0		M.	Gilbert	BEAUJANEAU		25 Route de Nieuil		86340 La Villedieu du Clain	    	    			25 route de Nieuil			86340 La Villedieu du Clain	    	    	
75 - Nouvelle Aquitaine	86 - Vienne	3 - Poitiers	218601771 - Neuville-de-Poitou	200069763	CC du Haut Poitou	CC	0	0	2017-01-01	2017-01-01	RDC		27	42560	34	FPU	1	0	0		0		M.	BENOIT	PRINCAY		10 Avenue de l'Europe		86170 NEUVILLE DE POITOU	05 49 51 93 07	05 49 51 93 49	cc-mirebalais@cg86.fr					 	    	05 49 50 74 81	
75 - Nouvelle Aquitaine	86 - Vienne	2 - Montmorillon	218600781 - Civray	200070035	CC du Civraisien en Poitou	CC	0	0	2017-01-01	2017-01-01	ACCOR		35	27702	35	FPU	0	0	0		0		M.	JEAN-OLIVIER	GEOFFROY		10 Avenue de la Gare		86400 CIVRAY	    	    	contact@civraisiencharlois.fr		10, avenue de la gare			86400 CIVRAY	05 49 87 67 88	05 49 87 66 82	
75 - Nouvelle Aquitaine	86 - Vienne	2 - Montmorillon	218601656 - Montmorillon	200070043	CC Vienne et Gartempe	CC	0	0	2017-01-01	2017-01-01	RDC		55	39956	34	FPU	1	0	0		0		M.	MICHEL	JARRASSIER		6 Rue Daniel Cormier	BP 20017	86502 MONTMORILLON	    	    	contact@ccvg86.fr		6, rue Daniel Cormier			86500 MONTMORILLON	05 49 91 07 53	05 49 91 30 93	
75 - Nouvelle Aquitaine	86 - Vienne	1 - Châtellerault	218601375 - Loudun	248600447	CC du Pays Loudunais	CC	0	0	2001-08-20	2001-08-20	RDC		45	24963	26	FPU	0	0	0	 	0	 	M.	Joël	DAZAS	Téléport 6 	2 Rue de la Fontaine d'Adam	BP 4	86201 LOUDUN CEDEX	05 49 22 54 02	05 49 22 99 77	pays.loudunais@cc-pays-loudunais.fr		Téléport 6 - 2 rue de la Fontaine d'Adam	BP 4		86201 LOUDUN CEDEX	05 49 22 54 02	05 49 22 99 77	
75 - Nouvelle Aquitaine	86 - Vienne	2 - Montmorillon	218602969 - Voulon	200012110	SIVOS d'Anché et de Voulon	SIVU	0	0	2007-12-04	2008-01-01	MEMNB		2	822	1	CBUDG	0	0	0		0		Mme	Martine	FERREIRA	Mairie			86700 VOULON	05 49 42 42 99	05 49 42 94 34			Mairie			86700 VOULON	05 49 42 42 99	05 49 42 94 34	
75 - Nouvelle Aquitaine	86 - Vienne	1 - Châtellerault	218601672 - Monts-sur-Guesnes	200026110	SIVOS de Monts-sur-Guesnes	SIVU	0	0	2010-08-13	2010-08-13	MEMNB		12	4296	2	CBUDG	0	0	0		0		M.	Bruno	BELIN		12 Place Frézeau de la Frézellière		86420 MONTS SUR GUESNES	05 49 55 82 70	05 49 22 32 67	monts-surguesnes@cg86.fr					 	    	05 49 22 32 67	
75 - Nouvelle Aquitaine	86 - Vienne	2 - Montmorillon	218600559 - La Chapelle-Bâton	200056349	SIVOS des Châtaigniers	SIVU	0	0	2015-11-04	2016-01-01	MEMNB		4	1538	1	CBUDG	0	0	0		0		M.	JEAN-MICHEL	MERCIER	Mairie	2 Rue Capella		86250 LA CHAPELLE BATON	05 49 87 11 58	05 49 87 15 71						 	    	    	
