Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
24 - Centre-Val de Loire	45 - Loiret	2 - Orléans	214502346 - Orléans	244500468	Orléans Métropole	METRO	0	0	2001-12-27	2002-01-01	ACCOR		22	297846	58	FPU	0	0	0	 	0	 	M.	Serge	GROUARD	Espace Saint-Marc 	5 Place du 6 Juin 1944 	BP 95801	45058 ORLEANS Cedex 1	02 38 78 75 75	02 38 78 76 00						 	    	02 38 78 76 00	
24 - Centre-Val de Loire	45 - Loiret	1 - Montargis	214502080 - Montargis	244500203	CA Montargoise et Rives du Loing (AME)	CA	0	0	2001-12-14	2002-01-01	ACCOR		15	64669	47	FPU	0	0	0	 	0	 	M.	Jean-Paul	BILLAULT		1 Rue du Faubourg de la Chaussée	BP 317	45203 MONTARGIS Cedex	02 38 95 02 02	02 38 95 02 29	contact@agglo-montargoise.fr					 	    	02 38 95 02 29	
24 - Centre-Val de Loire	45 - Loiret	2 - Orléans	214501462 - La Ferté-Saint-Aubin	200005932	CC des Portes de Sologne	CC	0	0	2006-11-14	2006-11-14	ACCOR		7	15881	31	FPU	0	1	0	 	0	 	M.	Jean-Paul	ROCHE		Place Charles de Gaulle		45240 la ferte saint aubin	    	    	ccps@ccportesdesologne.fr / vvannier@laferte.org		mairie de la Ferte Saint Aubin			 	    	    	
24 - Centre-Val de Loire	45 - Loiret	2 - Orléans	214503138 - Sougy	200035764	CC de la Beauce Loirétaine	CC	0	0	2012-12-21	2012-12-26	RDC		23	17218	33	FPU	0	0	0	 	0	 	M.	Thierry	BRACQUEMOND	Hôtel Communautaire	345 Chemin des Ouches		45410 SOUGY	02 19 23 00 50	    	dgs@cc-beauceloiretaine.fr					 	    	    	
24 - Centre-Val de Loire	45 - Loiret	3 - Pithiviers	214502536 - Pithiviers-le-Vieil	200066280	CC du Pithiverais	CC	0	0	2016-08-29	2017-01-01	RDC		31	29821	30	FPU	0	0	0		0		M.	James	BRUNEAU	ZA du Moulin de Pierre	5 Route de Toury		45300 PITHIVIERS LE VIEIL	02 38 32 76 10	    	cynthia.lenoble@ccdp.fr accueil@ccdp.fr					 	    	    	
24 - Centre-Val de Loire	45 - Loiret	1 - Montargis	214500837 - Château-Renard	200067668	CC de la Cléry, du Betz et de l'Ouanne	CC	0	1	2016-09-09	2017-01-01	RDC		23	20344	33	FPU	0	0	0		0		M.	Christophe	BETHOUL		569 Route de Châtillon-Coligny		45220 chateau-renard	    	    						 	    	    	
24 - Centre-Val de Loire	45 - Loiret	1 - Montargis	214501876 - Lorris	200067676	CC Canaux et Forêts en Gâtinais	CC	0	0	2016-09-19	2017-01-01	RDC		38	27882	39	FPU	0	0	0		0		M.	Albert	FÉVRIER		155 Rue des Érables		45260 LORRIS	    	    	delphine.courbier@comcomcfg.fr   acccueil@comcomcfg.fr					 	    	    	
24 - Centre-Val de Loire	45 - Loiret	1 - Montargis	214500530 - Briare	200068278	CC Berry Loire Puisaye	CC	0	0	2016-10-13	2017-01-01	RDC		20	17924	32	FPU	0	0	0		0		M.	Emmanuel	RAT		42 Rue des Prés Gris		45250 BRIARE	02 38 37 03 84	02 38 31 26 11						 	    	02 38 31 26 11	
24 - Centre-Val de Loire	45 - Loiret	2 - Orléans	214500399 - Bonnée	200070100	CC du Val de Sully	CC	0	0	2016-09-23	2017-01-01	RDC		19	24654	37	FPU	0	0	0		0		M.	Gérard	BOUDIER		28 Route des Bordes		45460 BONNEE	    	    	accueil@valdesully.fr direction.adjointe@valdesully.fr		28 route des Bordes			45460 BONNEE	    	    	
24 - Centre-Val de Loire	45 - Loiret	2 - Orléans	214502031 - Meung-sur-Loire	200070183	CC des Terres du Val de Loire	CC	0	1	2016-12-02	2017-01-01	RDC		25	50730	41	FPU	0	0	0		0		M.	Jean Pierre	DURAND	Hôtel de Ville	32 Rue du Général de Gaulle		45130 MEUNG SUR LOIRE	02 38 46 94 94	    	mairie@meungsurloire					 	    	    	
