Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
76 - Occitanie	46 - Lot	1 - Cahors	214600421 - Cahors	200023737	CA du Grand Cahors	CA	0	0	2009-12-30	2009-12-31	RDC		36	43718	44	FPU	0	0	0	 	1	 	M.	Jean-Luc	Marx	Hôtel administratif Wilson	72 Rue du Président Wilson		46000 CAHORS	05 65 20 89 00	05 65 20 89 01	efauchie@grandcahors.fr					 	    	05 65 20 89 01	
76 - Occitanie	46 - Lot	3 - Gourdon	214602971 - Salviac	200035327	CC Cazals-Salviac	CC	0	0	2012-11-21	2012-12-31	ACCOR		15	5504	26	ASZSE	0	0	0	 	1	 	Mme	Mireille	FIGEAC		5 Boulevard Hugon		46340 SALVIAC	05 65 41 62 40	05 65 41 62 41	accueil@cc-cazalssalviac.fr					 	    	05 65 41 62 41	
76 - Occitanie	46 - Lot	1 - Cahors	200063741 - Castelnau-Montratier	200039519	CC du Quercy Blanc	CC	0	0	2014-01-01	2014-01-01	ACCOR		10	7911	27	FPU	0	0	0		1		M.	Bernard	VIGNALS		37 Place Léon Gambetta		46170 CASTELNAU-MONTRATIER	05 65 20 34 92	    						 	05 65 31 82 19	    	
76 - Occitanie	46 - Lot	3 - Gourdon	214603094 - Souillac	200066371	CC Causses et Vallée de la Dordogne	CC	0	0	2016-10-18	2017-01-01	RDC		77	46511	41	FPU	1	0	0		0		M.	Raphaël	DAUBET	Lieu-dit "Bramefond"			46200 Souillac	05 65 33 11 96	05 65 33 41 40						 	    	05 65 33 41 40	
76 - Occitanie	46 - Lot	2 - Figeac	214601023 - Figeac	200067361	CC Grand-Figeac	CC	0	1	2016-11-10	2017-01-01	RDC		92	45387	39	FPU	0	0	0		0		M.	Vincent	LABARTHE		2 Rue Germain Petitjean		46100 FIGEAC	05 65 11 22 76	    						 	    	    	
76 - Occitanie	46 - Lot	1 - Cahors	214602310 - Puy-l'Évêque	244600433	CC de la Vallée du Lot et du Vignoble	CC	0	0	1996-12-31	1996-12-31	RDC		27	14759	28	FPU	1	1	0	 	1	 	M.	Serge	BLADINIERES		13 Avenue de la Gare		46700 PUY L'EVEQUE	05 65 36 06 06	05 65 36 49 26	lot.vignoble@wanadoo.fr					 	    	05 65 36 49 26	
76 - Occitanie	46 - Lot	3 - Gourdon	214601270 - Gourdon	244600482	CC Quercy - Bouriane	CC	0	0	1996-12-31	1996-12-31	RDC		20	10331	29	FPU	0	0	0	 	1	 	M.	Jean-Marie	COURTIN		98 Avenue Gambetta		46300 GOURDON	05 65 37 23 70	05 65 31 18 29	ccqb@wanadoo.fr					 	    	05 65 31 18 29	
76 - Occitanie	46 - Lot	1 - Cahors	214601486 - Lalbenque	244600532	CC du Pays de Lalbenque-Limogne	CC	0	0	1998-12-30	1998-12-30	RDC		23	8961	31	ASZSE	0	0	1	 	0	 	M.	Jean-Claude	SAUVIER	Maison Communautaire	Place de la Bascule		46230 LALBENQUE	05 65 24 22 50	05 65 24 53 85	cc-pays-lalbenque@wanadoo.fr					 	    	05 65 24 53 85	
76 - Occitanie	46 - Lot	3 - Gourdon	200058535 - Coeur de Causse	244600573	CC du Causse de Labastide Murat	CC	0	0	2001-12-21	2001-12-21	RDC		17	3985	25	ASZSE	0	0	0	 	1	 	M.	Thierry	CASSAN		8 Grande Rue du Causse		46240 LABASTIDE- MURAT	05 65 20 08 50	05 65 20 08 40	communautecommune.labastide-murat@wanadoo.fr					 	    	05 65 20 08 40	
76 - Occitanie	46 - Lot	1 - Cahors	214601874 - Mauroux	200010312	SIVU des écoles du plateau	SIVU	0	0	2007-08-27	2007-08-27	MEMNB		4	1212	1	CBUDG	0	0	0		0		M.	Henri	ROUCH	Mairie			46700 MAUROUX	05 65 36 51 27	05 65 36 54 40	mairie.mauroux@wanadoo.fr		mairie			46700 MAUROUX	05 65 36 51 27	05 65 36 54 40	
