Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216502351 - Juillan	200069300	CA Tarbes-Lourdes-Pyrénées	CA	0	0	2016-11-29	2017-01-01	RDC		86	130127	39	FPU	0	0	0		0		M.	Gérard	TRÉMÈGE	Zone Tertiaire Pyrène Aéropole	Téléport		65290 JUILLAN	    	    			Zone tertiaire Pyrène Aéropole	Téléport		65290 JUILLAN	    	    	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216502583 - Lannemezan	200070787	CC du Plateau de Lannemezan	CC	0	0	2016-12-09	2017-01-01	RDC		57	18116	22	AAZSE	0	0	0		0		M.	Bernard	PLANO	Mairie			65300 LANNEMEZAN	    	    				Mairie		65300 LANNEMEZAN	    	    	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216504522 - Trie-sur-Baïse	200070795	CC du Pays de Trie et du Magnoac	CC	0	0	2016-12-09	2017-01-01	RDC		50	7152	23	AAZSE	0	0	0		0		M.	Gérard	BARTHE		31 Place de la Mairie		65220 TRIE-SUR-BAISE	    	    			31 place de la mairie			65220 TRIE-SUR-BAISE	    	    	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216504472 - Tournay	200070803	CC des Coteaux du Val d'Arros	CC	0	0	2016-12-09	2017-01-01	RDC		53	11329	26	FPU	0	0	0		0		M.	Cédric	ABADIA	Maison du Canton	Place Astarac		65190 TOURNAY	    	    			Maison du canton	Place Astarac		65190 TOURNAY	    	    	
76 - Occitanie	65 - Hautes-Pyrénées	1 - Argelès-Gazost	216500256 - Argelès-Gazost	200070811	CC Pyrénées Vallées des Gaves	CC	0	0	2016-12-09	2017-01-01	RDC		46	15698	29	FPU	0	0	0		0		M.	Noël	PEREIRA DA CUNHA		1 Rue de Saint-Orens		65400 ARGELES-GAZOST	    	    	vallee.argeles@wanadoo.fr		1 rue de Saint-Orens			65400 ARGELES-GAZOST	    	    	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216503896 - Saint-Laurent-de-Neste	200070829	CC Neste Barousse	CC	0	0	2016-12-09	2017-01-01	RDC		43	7444	27	AAZSE	0	0	0		0		M.	Yoan	RUMEAU	Mairie			65150 Saint-Laurent-de-Neste	    	    			Mairie			65150 Saint-Laurent-de-Neste	    	    	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216504605 - Vic-en-Bigorre	200072106	CC Adour Madiran	CC	0	1	2016-12-15	2017-01-01	RDC		72	24634	35	FPU	0	0	0		0		M.	Frédéric	RE		Place Corps Franc Pommiès		65500 VIC-EN-BIGORRE	    	    				place Corps Franc Pommiès		65500 VIC-EN-BIGORRE	    	    	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216500595 - Bagnères-de-Bigorre	246500482	CC de la Haute-Bigorre	CC	0	0	1994-12-26	1994-12-26	RDC		25	17005	32	FPU	0	1	0	 	1	 	M.	Jacques	BRUNE	Mairie			65200 BAGNERES-DE-BIGORRE	    	    			Mairie			65200 BAGNERES-DE-BIGORRE	    	    	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216500314 - Arreau	246500573	CC Aure Louron	CC	0	0	1995-12-26	1995-12-26	RDC		46	7078	20	ASZSE	0	0	1	 	0	 	M.	Philippe	CARRERE		Château de Segure		65240 ARREAU	    	    			Château de Ségure			65240 ARREAU	05 62 40 10 71	    	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216504175 - Séméac	200018489	Syndicat intercommunal du relais petite enfance "La maison à malices"	SIVU	0	0	2008-12-24	2009-01-01	POPUL		2	13383	1	CBUDG	0	0	0	 	0	 	Mme	Sylvie	CHEMINADE		16 Rue Laffont		65600 SEMEAC	    	    						 	    	    	
