Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
76 - Occitanie	66 - Pyrénées-Orientales	2 - Perpignan	216601369 - Perpignan	200027183	CU Perpignan Méditerranée Métropole	CU	0	0	2010-12-27	2010-12-31	RDC		36	276919	60	FPU	0	1	0	 	1	 	M.	Robert	VILA	Hôtel de l'Agglo	11 Boulevard Saint-Assiscle	BP 20641	66006 PERPIGNAN	    	    						 	    	    	
76 - Occitanie	66 - Pyrénées-Orientales	1 - Céret	216600080 - Argelès-sur-Mer	200043602	CC des Albères, de la Côte Vermeille et de l'Illibéris	CC	0	0	2013-05-28	2014-01-01	ACCOR		15	58147	26	FPU	0	0	0		0		M.	Antoine	PARRA		3 Impasse de Charlemagne	BP 90103	66704 ARGELES SUR MER CEDEX	04 68 87 63 77	04 68 95 92 78	cc.alberes@wanadoo.fr					 	    	04 68 95 92 78	
76 - Occitanie	66 - Pyrénées-Orientales	3 - Prades	216601492 - Prades	200049211	CC Conflent-Canigó	CC	0	0	2014-12-05	2015-01-01	RDC		45	21315	28	FPU	0	0	0		1		M.	Jean-Louis	JALLAT	Hôtel de Ville	Route de Ria		66500 PRADES	    	    						 	    	    	
76 - Occitanie	66 - Pyrénées-Orientales	2 - Perpignan	216600502 - Claira	200070365	CC Corbières Salanque Méditerranée	CC	0	1	2016-12-08	2017-01-01	RDC		21	24689	19	FPU	0	0	0		0		M.	Jean-Jacques	LOPEZ	ZA Claira	41 Chemin du Mas Bordas		66530 CLAIRA	    	    	contact@salanque-mediterranee.fr					 	    	    	
76 - Occitanie	66 - Pyrénées-Orientales	1 - Céret	216601716 - Saint-Cyprien	246600282	CC Sud-Roussillon	CC	0	0	1992-12-15	1992-12-31	ACCOR		6	25011	23	FPU	0	0	0	 	1	 	M.	Thierry	DEL POSO		16 Rue Jérôme Jean Tharaud		66751 ST CYPRIEN	04 68 37 30 60	04 68 37 32 89	info@sudroussillon.fr	www.sudroussillon.fr				 	    	04 68 37 32 89	
76 - Occitanie	66 - Pyrénées-Orientales	1 - Céret	216600494 - Céret	246600373	CC du Vallespir	CC	0	0	1996-12-24	1996-12-31	RDC		10	20772	21	FPU	0	0	0	 	0	 	M.	Michel	COSTE		2 Avenue du Vallespir		66400 CERET	    	    	vallespir@libertysurf.fr	www.vallespir.com				 	    	    	
76 - Occitanie	66 - Pyrénées-Orientales	3 - Prades	216601674 - Saillagouse	246600399	CC Pyrénées Cerdagne	CC	0	0	1996-12-23	1996-12-31	ACCOR		19	9045	19	FPU	0	0	0	 	0	 	M.	Georges	ARMENGOL	Mairie	Place Oliva		66800 SAILLAGOUSE	04 68 04 53 30	04 68 04 19 58	contact@pyrenees-cerdagne.com	www.pyrenees-cerdagne.com				 	    	04 68 04 19 58	
76 - Occitanie	66 - Pyrénées-Orientales	3 - Prades	216600882 - Ille-sur-Têt	246600415	CC Roussillon-Conflent	CC	0	0	1996-12-20	1996-12-31	ACCOR		16	19139	18	FPU	0	0	0	 	1	 	M.	Marc	BIANCHINI		1 Rue Michel Blanc	BP 05	66130 ILLE SUR TET	04 68 57 86 85	04 68 92 80 70	accueil@roussillon-conflent.fr	www.roussillo-conflent.fr				 	    	04 68 92 80 70	
76 - Occitanie	66 - Pyrénées-Orientales	3 - Prades	216601872 - Saint-Paul-de-Fenouillet	246600423	CC Agly Fenouillèdes	CC	0	0	1996-12-20	1996-12-31	ACCOR		24	6396	21	FPU	0	0	0	 	1	 	M.	Charles	CHIVILO		14 Rue de Lesquerde		66220 SAINT PAUL DE FENOUILLET	04 68 59 20 13	04 68 59 20 12	contact@cc-aglyfenouilledes.fr	www.cc-aglyfenouilledes.fr				 	04 68 59 20 13	04 68 59 20 12	
76 - Occitanie	66 - Pyrénées-Orientales	1 - Céret	216602102 - Thuir	246600449	CC des Aspres	CC	0	0	1997-12-24	1997-12-31	RDC		19	23076	31	FPU	0	0	0	 	1	 	M.	René	OLIVE	Immeuble Christian Bourquin	Allée Hector Capdellayre	BP 11	66301 THUIR	04 68 53 21 87	04 68 84 67 78	contact@pyreneesroussillon.com	www.cc-les-aspres.fr				 	    	04 68 84 67 78	
76 - Occitanie	66 - Pyrénées-Orientales	3 - Prades	216600981 - La Llagonne	246600464	CC Pyrénées Catalanes	CC	0	0	1997-12-17	1997-12-31	RDC		19	6176	20	FPU	0	0	0	 	0	 	M.	Pierre	BATAILLE	Col de la Quillane			66210 La Llagonne	04 68 04 49 86	04 68 04 37 97	maison.capcir@wanadoo.fr	www.capcir-pyrenees.com				 	    	04 68 04 37 97	
76 - Occitanie	66 - Pyrénées-Orientales	1 - Céret	216600098 - Arles-sur-Tech	246600548	CC du Haut Vallespir	CC	0	0	2004-12-31	2004-12-31	RDC		14	9962	27	FPU	0	0	0	 	1	 	M.	Claude	FERRER		8 Boulevard du Riuferrer		66150 ARLES SUR TECH	04 68 21 82 05	04 68 21 82 65	cchv@neuf.fr					 	    	04 68 21 82 65	
