Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	2 - Nice	210600888 - Nice	200030195	Métropole Nice Côte d'Azur	METRO	0	0	2011-10-17	2011-12-31	RDC		51	565867	62	FPU	0	1	0	 	1	 	M.	Christian	ESTROSI		5 Rue de l'Hôtel de Ville		06364 Nice cedex 4	    	    						 	    	    	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	1 - Grasse	210600698 - Grasse	200039857	CA du Pays de Grasse	CA	0	0	2014-01-01	2014-01-01	RDC		23	102366	40	FPU	0	0	0		0		M.	Jérôme	VIAUD		57 Avenue Pierre Sémard		06130 GRASSE	    	    	vanessa@poleazurprovence.com					 	04 97 05 22 00	    	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	1 - Grasse	210600292 - Cannes	200039915	CA Cannes Pays de Lérins	CA	0	0	2014-01-01	2014-01-01	RDC		5	159274	38	FPU	0	0	0		0		M.	David	LISNARD	Hôtel de Ville		CS 30140	06406 Cannes cedex	    	    						 	    	    	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	2 - Nice	210600839 - Menton	240600551	CA de la Riviera Française	CA	0	0	2001-09-27	2002-01-01	RDC		15	73662	36	FPU	0	0	0		1		M.	Yves	JUHEL		16 Rue Villarey		06500 MENTON  	04 92 41 80 30	04 92 41 80 40	carf06@wanadoo.fr		ECOLE DE L'HOTEL DE VILLE	5 rue Saint-Charles		06500 MENTON	    	04 92 41 80 40	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	1 - Grasse	210600045 - Antibes	240600585	CA de Sophia Antipolis	CA	0	0	2001-12-10	2002-01-01	RDC		24	184775	39	FPU	0	0	0	 	1	 	M.	Jean	LEONETTI	Mairie d'Antibes	Cours Masséna	BP 2205	06606 ANTIBES  cedex	    	    	info@agglo-casa.fr		Les Genêts	449 route des Crêtes	BP 43	06901 SOPHIA-ANTIPOLIS Cedex	04 89 87 70 00	    	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	2 - Nice	210600995 - Puget-Théniers	200039931	CC Alpes d'Azur	CC	0	0	2014-01-01	2014-01-01	RDC		34	10056	24	FPU	0	0	0		0		M.	Charles-Ange	GINESY	Maison des Services Publics			06260 PUGET-THENIERS	    	    						 	    	    	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	2 - Nice	210600482 - Contes	240600593	CC du Pays des Paillons	CC	0	0	2003-11-24	2003-12-17	RDC		11	21561	24	FPU	1	0	0	 	1	 	M.	Cyril	PIAZZA	La pointe de Blausasc	55 Bis Route départementale 2204		06440 Blausasc	04 92 00 75 80	    	info@pays-des-paillons.fr					 	    	    	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	2 - Nice	210600540 - Drap	250600087	SI de collecte et de traitement des eaux usées de la vallée du Paillon (SICTEUVP)	SIVU	0	0	1966-05-05	1966-05-05	MEMNB		8	21562	1	CBUDG	0	0	0	 	0	 	M.	Robert	NARDELLI	CC du Pays des Paillons	55 Bis Route départementale 2204		06440 Blausasc	04 97 00 06 30	    						 	    	    	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	2 - Nice	210601100 - Roubion	250600509	SI de Beuil-Roubion	SIVU	0	0	1966-09-22	1966-09-22	MEMNB		2	674	1	CBUDG	0	0	0		0		M.	Stéphane	SIMONINI	Hameau de Tournerie			06420 Roubion	    	    						 	    	    	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	1 - Grasse	210600276 - Cagnes-sur-Mer	250600590	SI pour le nettoiement du littoral de la rive droite du Var	SIVU	0	0	1973-11-05	1983-03-01	MEMNB		4	177316	1	CBUDG	0	0	0		0		M.	Louis	NEGRE	La Combe Ville			06800 CAGNES SUR MER	    	    	direction.generale@cagnes.fr					 	    	    	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	1 - Grasse	210601233 - Saint-Laurent-du-Var	250600640	SI de l'école de Montaleigne	SIVU	0	0	1957-06-24	1957-06-24	MEMNB		2	84174	1	CBUDG	0	0	0		0		Mme	ESPANOL	FLORENCE	Mairie			06700 Saint-Laurent-du-Var	04 92 12 42 42	04 92 12 42 43	michele.pons@saintlaurentduvar.fr					 	    	04 92 12 42 43	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	1 - Grasse	210600292 - Cannes	250600681	SI d'une fourrière intercommunale	SIVU	0	0	1971-02-15	1983-03-01	MEMNB		6	180551	1	CBUDG	0	0	0		0		Mme	SANDRINE	BERGERE MORANT		29 Boulevard de la Ferrage		06400 CANNES	    	    	mairie@ville-cannes.fr					 	    	    	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	1 - Grasse	210601480 - Tourrettes-sur-Loup	250601028	SI de Pont du Loup	SIVU	0	0	1984-04-02	1984-04-02	MEMNB		2	4571	1	CBUDG	0	0	0	 	0	 	M.	FREDERIC	POMA	Mairie de Tourrettes-sur-Loup			06140 TOURRETTES SUR LOUP	04 93 59 30 11	04 93 59 40 71	secretariat.tourrettes@wanadoo.fr					 	    	04 93 59 40 71	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	2 - Nice	210600318 - Cantaron	250601598	SI de prévention et de protection contre les risques d'incendies du secteur Paillon (SIPPRISP)	SIVU	0	0	1990-12-05	1990-12-05	POPUL		3	9902	2	CBUDG	0	0	0		0		M.	Christian	DI MARTINO	Mairie de Cantaron	45 Place de l'École		06340 Cantaron	04 93 27 64 60	04 93 54 79 54	mairie.cantaron@free.fr					 	    	04 93 54 79 54	
93 - Provence-Alpes-Côte d'Azur	06 - Alpes-Maritimes	1 - Grasse	210601050 - Roquefort-les-Pins	250601671	SI pour la sécurité et le secours des personnes et des biens	SIVU	0	0	1989-10-12	1989-10-12	MEMNB		3	14200	1	CBUDG	0	0	0		0		M.	Michel	ROSSI	Mairie de Roquefort-Les-Pins			06330 Roquefort-les-Pins	04 92 60 35 00	04 92 60 35 01	mairie@villeroquefort-les-Pins.fr					 	    	04 92 60 35 01	
