Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214900078 - Angers	244900015	CU Angers Loire Métropole	CU	0	0	2000-12-31	2000-12-31	ACCOR		29	313686	60	FPU	0	1	0	 	1	taxe de séjour	M.	Jean-Marc	VERCHÈRE		83 Rue du Mail	BP 80529	49105 Angers	02 41 05 50 00	02 41 05 50 12	communication@angersloiremetropole.fr	www.angersloiremetropole.fr	83, rue du Mail	BP 80529		49105 Angers	02 41 05 50 00	02 41 05 50 12	
52 - Pays de la Loire	49 - Maine-et-Loire	2 - Cholet	200053619 - Beaupréau-en-Mauges	200060010	CA Mauges Communauté	CA	0	0	2015-12-21	2016-01-01	ACCOR		6	124682	36	FPU	0	0	0		0		M.	Didier	HUCHON		Rue Robert Schuman		49600 Beaupréau-en-Mauges	    	    						 	    	    	
52 - Pays de la Loire	49 - Maine-et-Loire	2 - Cholet	214900995 - Cholet	200071678	CA Cholet Agglomération	CA	0	0	2016-12-15	2017-01-01	ACCOR		26	107610	47	FPU	0	0	0		0		M.	Gilles	BOURDOULEIX	Hôtel de Ville / Hôtel d'agglomération	Rue Saint-Bonaventure		49321 Cholet cédex	02 41 71 67 00	02 41 71 67 01	cac@agglo-choletais.fr	www.agglo-choletais.fr	Rue Saint Bonaventure	BP 62111		49321 CHOLET CEDEX	    	02 41 71 67 01	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214903288 - Saumur	200071876	CA Saumur Val de Loire	CA	0	0	2016-12-16	2017-01-01	RDC		45	100790	46	FPU	0	0	0		0		M.	Jackie	GOULET		11 Rue du Maréchal Leclerc		49408 Saumur cédex	02 41 40 45 91	02 41 51 53 23	direction.generale@agglo-saumur.fr	www.agglo-saumur.fr	11 rue du Maréchal Leclerc	CS 54030		49408 SAUMUR cedex	02 41 40 45 91	02 41 51 53 23	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214903478 - Tiercé	200068955	CC Anjou Loir et Sarthe	CC	0	0	2016-11-29	2016-12-31	ACCOR		17	28585	29	FPU	0	0	0		0		M.	JEAN-JACQUES	GIRARD		103 Rue Darwin		49125 TIERCÉ	    	    						 	    	02 41 27 57 81	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214902835 - Saint-Georges-sur-Loire	200071553	CC Loire Layon Aubance	CC	0	0	2016-12-16	2017-01-01	ACCOR		19	58027	31	FPU	0	0	0		0		M.	Marc	SCHMITTER		1 Rue Adrien Meslier		49170 SAINT-GEORGES-SUR-LOIRE	    	    	secretariat@loire-aubance.fr		255 rue de la Murie			49170 Saint-Georges-sur-Loire	    	02 41 44 69 84	
52 - Pays de la Loire	49 - Maine-et-Loire	4 - Segré	200053239 - Le Lion-d'Angers	200071868	CC des Vallées du Haut-Anjou	CC	0	0	2016-12-16	2017-01-01	ACCOR		15	36943	36	FPU	0	0	0		0		M.	ÉTIENNE	GLÉMOT		Place Charles de Gaulle		49220 LE LION-D'ANGERS	02 41 95 31 74	02 41 95 17 87	contact@valleesduhautanjou.fr	www.valleesduhautanjou.fr				 	    	02 41 95 17 87	
52 - Pays de la Loire	49 - Maine-et-Loire	4 - Segré	200065423 - Segré-en-Anjou Bleu	244900809	CC Anjou Bleu Communauté	CC	0	0	1995-11-27	1995-11-27	ACCOR		11	35766	30	FPU	1	1	1	redevance spéciale sur le périmètre TEOM	1	 	M.	Gilles	GRIMAUD		Place du Port		49500 SEGRÉ	02 41 26 51 27	    	contact@anjoubleucommunaute.fr					 	    	    	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	200052702 - Baugé-en-Anjou	244900882	CC Baugeois Vallée	CC	0	0	1998-12-30	1998-12-30	ACCOR		7	35470	24	FPU	0	0	0	 	0	 	M.	Philippe	CHALOPIN		15 Avenue Legoulz-de-la-Boulaie		49150 Baugé	    	    	president@beaufortenanjou.fr	www.cc-beaufort-en-anjou.fr	7, boulevard des Entrepreneurs			49250 Beaufort-en-Vallée	02 41 79 77 00	02 41 79 74 61	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214901233 - Distré	200003358	SIVU des bois de Bournan et de la Naie	SIVU	0	0	2006-03-22	2006-03-22	MEMNB		2	28951	1	CBUDG	0	0	0		0		Mme	Catherine	LAMANDÉ	Mairie	12 Rue de l'Église		49400 Distré	02 41 50 28 50	02 41 50 76 80	mairie-sg.distre@wanadoo.fr		Mairie	12 rue de l'Eglise		49400 DISTRE	02 41 50 28 50	02 41 50 76 80	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214901829 - Louresse-Rochemenier	200007888	SIVOS Louresse, Dénezé	SIVU	0	0	2006-07-28	2006-09-01	MEMNB		2	1373	2	CBUDG	0	0	0		0		M.	Jean-Luc	GIRARD	Mairie			49700 LOURESSE ROCHEMENIER	02 41 59 13 13	02 41 59 95 70	louresse.rochemenier@wanadoo.fr					 	    	02 41 59 95 70	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	200082550 - Saint-Léger-de-Linières	200009835	Syndicat de promotion de l'intercommunalité sportive (SYPIS)	SIVU	0	0	2007-07-12	2007-07-12	MEMNB		2	5595	1	CBUDG	0	0	0	 	0	 	M.	Mickaël	BILLOT		9 Rue du Lavoir		49170 SAINT LEGER DES BOIS	02 41 39 50 54	02 41 39 51 30						 	    	02 41 39 51 30	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214902462 - Les Ponts-de-Cé	200019214	Syndicat de l'école de musique intercommunale Henri Dutilleux	SIVU	0	0	2009-03-05	2009-03-05	MEMNB		3	35649	1	CBUDG	0	0	0	 	0	 	M.	Jean-Paul	PAVILLON		1 Rue Pasteur		49130 LES PONTS DE CE	09 60 15 83 41	    	siemtp@orange.fr					 	    	    	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214900201 - Beaucouzé	200034494	SIVU du centre aquatique de Beaucouzé	SIVU	0	0	2012-11-16	2012-11-16	AUTR	3 membres titulaires  et 1 suppléant pour Beaucouzé ; 1 titulaire et 1 suppléant pour chacune des autres communes	5	21093	1	CBUDG	0	0	0		0		M.	Yves	MEIGNEN	Mairie	Esplanade de la Liberté		49071 BEAUCOUZE	02 41 48 00 53	02 41 48 18 19	maire@ville-beaucouze.fr					 	    	02 41 48 18 19	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	200057438 - Loire-Authion	200048890	SI d'irrigation du Val d'Authion	SIVU	0	0	2014-11-12	2015-01-01	AUTR	3 délégués pour Brain sur l'Authion, La Bohalle et La Daguenière  2 délégués pour Saint Barthélémy d'Anjou et Trélazé  1 délégué pour Saint Mathurin sur Loire	3	42225	1	CBUDG	0	0	0		0		M.	Pierre-Noël	MEIGNAN	Mairie			49800 La Bohalle	02 41 80 41 04	    	brainsurlauthion@loire-authion.fr		Mairie	1 Grande Rue		49800 BRAIN SUR L'AUTHION	02 41 54 34 22	    	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214901803 - Longué-Jumelles	200070696	SIVU Loire Longué	SIVU	0	0	2016-12-08	2017-01-01	POPUL		9	14651	1	CBUDG	0	0	0		0		M.	Laurent	NIVELLE		1 Place du Général Leclerc		49160 Longué-Jumelles	    	    						 	    	    	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	200058949 - Tuffalun	200077592	SIVOS Tuffalun - Doué-en-Anjou	SIVU	0	0	2017-11-28	2018-01-01	POPUL		2	13246	1	CBUDG	0	0	0		0		M.	Michaël	LOUVET	Mairie annexe de Tuffalun	38 Rue Principale		49700 TUFFALUN	02 41 50 90 85	    			mairie	23 route d'Angers		49700 AMBILLOU CHATEAU	02 41 50 96 26	    	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214900151 - Avrillé	200089761	SI de ressources informatiques	SIVU	0	0	2019-07-25	2019-09-01	MEMNB		4	30241	1	CBUDG	0	0	0		0		Mme	Caroline	HOUSSIN-SALVETAT		1 Esplanade de l'Hôtel de Ville		49240 AVRILLE	    	    						 	    	    	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214901407 - Fontevraud-l'Abbaye	244900445	SI du canton de Saumur Sud	SIVU	1	0	1990-03-26	1990-03-26	MEMNB		11	37175	2	CBUDG	0	0	0	 	0	 	Mme	Sandrine	LION	Ehpad Aliénor d'Aquitaine	19 place du Grand Clos		49590 Fontevraud l'Abbaye	    	    	mairie-sg.fontevraud@wanadoo.fr		mairie			49590 FONTEVRAUD L'ABBAYE	02 41 51 71 21	    	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214902249 - Neuillé	254900780	SIUP de Blou et de Neuillé	SIVU	0	0	1977-06-26	1977-06-26	MEMNB		2	1980	1	CBUDG	0	0	0		0		M.	Guy	BERTIN	Mairie			49680 Neuillé	02 41 52 51 10	02 41 52 54 45	mairie.neuille@wanadoo.fr		mairie			49680 NEUILLE	02 41 52 51 10	02 41 52 54 45	
