Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège - Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe - Ville annexe	Téléphone annexe	Fax annexe
44 - Grand Est	55 - Meuse	1 - Bar-le-Duc	215500299 - Bar-le-Duc	200033025	CA de Bar-le-Duc - Sud Meuse	CA	0	0	2012-07-23	2013-01-01	RDC		33	34861	46	FPU	0	0	0		1		Mme	Martine	JOLY	Hôtel de Ville de Bar-le-Duc	12 Rue Lapique		55000 BAR LE DUC	    	    						 	    	    	
44 - Grand Est	55 - Meuse	3 - Verdun	215505454 - Verdun	200049187	CA du Grand Verdun	CA	0	0	2014-11-27	2015-01-01	RDC		25	28477	46	FPU	0	0	0		0		M.	Samuel	HAZARD	Hôtel de Ville de Verdun			55100 VERDUN	    	    	intercommcharny@wanadoo.fr		Zone des marronniers			55100 CHARNY SUR MEUSE	03 29 84 33 44	    	
44 - Grand Est	55 - Meuse	2 - Commercy	215505512 - Vigneulles-lès-Hattonchâtel	200034874	CC Côtes de Meuse Woëvre	CC	0	0	2012-11-19	2013-01-01	RDC		25	6158	24	AAZSE	0	0	1		0		M.	Sylvain	DENOYELLE		24 Rue Raymond Poincaré		55210 VIGNEULLES LES HATTONCHATEL	    	    						 	    	    	
44 - Grand Est	55 - Meuse	1 - Bar-le-Duc	215503483 - Montiers-sur-Saulx	200066108	CC des Portes de Meuse	CC	0	0	2016-10-05	2017-01-01	RDC		51	16505	27	FPU	1	0	0		0		M.	Michel	LOISY		1 Rue de l'Abbaye 		55290 MONTIERS SUR SAULX	    	    	haute-saulx@wanadoo.fr		10 rue de Verdun			55290 MONTIERS SUR SAULX	03 29 75 97 40	03 29 75 93 93	
44 - Grand Est	55 - Meuse	3 - Verdun	215501172 - Clermont-en-Argonne	200066116	CC Argonne-Meuse	CC	0	0	2016-10-05	2017-01-01	RDC		38	7093	32	ASZSE	0	0	0		0		M.	Sébastien	JADOUL		16 Rue Thiers		55120 CLERMONT EN ARGONNE	    	    	codecom.centre.argonne@wanadoo.fr		16 rue THIERS			55120 CLERMONT EN ARGONNE	03 29 87 40 12	03 29 87 45 02	
44 - Grand Est	55 - Meuse	3 - Verdun	215505025 - Stenay	200066132	CC du Pays de Stenay et du Val Dunois	CC	0	0	2016-10-05	2017-01-01	RDC		41	9792	44	FPU	1	0	0		0		M.	Daniel	GUICHARD		6 D Avenue de Verdun		55700 STENAY	    	    	ccstenay@gmail.com		6D avenue de VERDUN			55700 STENAY	03 29 80 31 81	03 29 80 28 99	
44 - Grand Est	55 - Meuse	1 - Bar-le-Duc	215500406 - Beausite	200066140	CC de l'Aire à l'Argonne	CC	0	0	2016-10-05	2017-01-01	RDC		47	6557	40	ASZSE	0	0	0		0		Mme	Martine	AUBRY		42 Rue Berne		55250 BEAUSITE	    	    	contact@cc-entreaireetmeuse.fr		42 rue BERNE	MAISON DES SERVICES	BEAUZEE SUR AIRE	55250 BEAUSITE	    	    	
44 - Grand Est	55 - Meuse	2 - Commercy	215501222 - Commercy	200066157	CC de Commercy - Void - Vaucouleurs	CC	0	0	2016-10-05	2017-01-01	RDC		54	22534	35	AAZSE	0	0	0		0		M.	Francis	LECLERC	Maison des Services	Château Stanislas		55200 COMMERCY	03 29 91 21 88	03 29 91 18 85	codecom.commercy@wanadoo.fr		Maison des services	Château Stanislas		55200 COMMERCY	03 29 91 21 88	03 29 91 18 85	
44 - Grand Est	55 - Meuse	3 - Verdun	215501545 - Dieue-sur-Meuse	200066165	CC Val de Meuse - Voie Sacrée	CC	0	0	2016-10-05	2017-01-01	RDC		25	9125	26	FPU	1	0	0		0		M.	Serge	NAHANT		43 Rue de Rattentout		55320 DIEUE SUR MEUSE	    	    	codecom.souilly@wanadoo.fr		43, rue de RATTENTOUT			55320 DIEUE	    	    	
44 - Grand Est	55 - Meuse	3 - Verdun	215505009 - Spincourt	200066173	CC de Damvillers Spincourt	CC	0	0	2016-10-05	2017-01-01	RDC		41	8294	33	FPU	1	0	0		0		M.	Jean-Marie	MISSLER		3 Place Louis Bertrand		55230 SPINCOURT	    	    						 	    	    	
44 - Grand Est	55 - Meuse	2 - Commercy	215504630 - Saint-Mihiel	245500327	CC du Sammiellois	CC	0	0	1999-12-28	2000-01-01	RDC		19	8443	30	AAZSE	0	0	0		1		M.	Régis	MESOT		Place des Moines		55300 SAINT MIHIEL	03 29 89 19 02	03 29 89 09 79	codecomsammiellois@wanadoo.fr		place des moines			55300 SAINT MIHIEL	03 29 89 19 02	03 29 89 09 79	
44 - Grand Est	55 - Meuse	3 - Verdun	215501982 - Fresnes-en-Woëvre	245501176	CC du Territoire de Fresnes-en-Woëvre	CC	0	0	1996-12-23	1997-01-01	RDC		32	4872	28	ASZSE	0	0	1	 	0	 	M.	Didier	ALEXANDRE		5 Rue du Château		55160 FRESNES EN WOEVRE	03 29 87 31 29	03 29 87 46 70	codecom.fresnes@wanadoo.fr		5 rue du Château			55160 FRESNES EN WOEVRE	03 29 87 31 29	03 29 87 46 70	
44 - Grand Est	55 - Meuse	1 - Bar-le-Duc	215504275 - Revigny-sur-Ornain	245501184	CC du Pays de Revigny sur Ornain	CC	0	0	1996-12-24	2005-01-01	RDC		16	7106	41	FPU	1	0	0	 	1	 	Mme	Anne	ROUSSEL		2 Place Gaxotte		55800 REVIGNY SUR ORNAIN	03 29 78 77 97	    	administration@copary.fr		2 place PIERRE-GAXOTTE			55800 REVIGNY SUR ORNAIN	03 29 78 75 69	    	
44 - Grand Est	55 - Meuse	3 - Verdun	215501818 - Étain	245501242	CC du Pays d'Étain	CC	0	0	1998-12-24	1999-01-01	RDC		26	7619	30	AAZSE	0	0	1	 	0	 	M.	Philippe	GERARDY		29 Allée du Champ de Foire		55400 ETAIN	03 29 87 86 08	03 29 87 12 09	accueil@pays-etain.fr	www.pays-etain.fr	29 allée du champ de foire			55400 ETAIN	03 29 87 86 08	03 29 87 12 09	
44 - Grand Est	55 - Meuse	3 - Verdun	215503517 - Montmédy	245501259	CC du Pays de Montmédy	CC	0	0	1998-12-24	1999-01-01	RDC		25	7131	25	ASZSE	0	0	0		1		M.	Eric	DUMONT	Mairie			55600 MONTMEDY	03 29 80 16 44	03 29 80 21 03			Place POINCARE			55600 MONTMEDY	03 29 80 16 44	03 29 80 21 03	
44 - Grand Est	55 - Meuse	3 - Verdun	215501669 - Dugny-sur-Meuse	200009561	SIVU des Deux Rives	SIVU	1	0	2007-06-22	2007-07-05	MEMNB		2	1833	2	CBUDG	0	0	0	 	0	 	Mme	Isabelle	REMY	Mairie	6 Place de la République		55100 DUGNY SUR MEUSE	    	    			Mairie de			55100 DUGNY SUR MEUSE	03 29 85 70 54	    	
44 - Grand Est	55 - Meuse	2 - Commercy	215504044 - Pierrefitte-sur-Aire	200034742	SI d'électrification du Centre Meuse	SIVU	1	0	2012-10-23	2013-01-01	MEMNB		40	5760	2	CBUFI	0	0	0		0		M.	Antonio	MASIELLO		5 Rue de Condé		55260 PIERREFITTE SUR AIRE	    	    						 PIERREFITTE SUR AIRE	    	    	
44 - Grand Est	55 - Meuse	1 - Bar-le-Duc	215503764 - Nantois	200045383	SI à vocation immobilière du Haut Barrois	SIVU	0	0	2013-12-19	2014-01-01	MEMNB		8	1701	1	CBUDG	0	0	0		0		Mme	Marie-Françoise	NAVELOT GAUDNIK		2 Rue Basse		55500 NANTOIS	    	    						 	    	    	
44 - Grand Est	55 - Meuse	2 - Commercy	215505165 - Tréveray	255500514	SI d'électrification de la vallée du Haut Ornain	SIVU	1	0	1922-07-18	1922-07-18	MEMNB		11	2994	2	CBUDG	0	0	0	 	0	 	M.	Pascal	LALLEMANT	Mairie	8 Rue Pierre de Luxembourg		55130 TREVERAY	03 29 70 92 43	    			MAIRIE DE	8, rue Pierre de Luxembourg		55130 TREVERAY	03 29 70 92 43	    	
44 - Grand Est	55 - Meuse	2 - Commercy	215502477 - Horville-en-Ornois	255500563	SI des eaux d'Horville et Tourailles	SIVU	0	0	1956-05-25	1956-05-25	MEMNB		2	1121	1	CBUDG	0	0	0	eau	0		M.	Claude	FRANCOIS	Mairie	3 Grande Rue		55130 HORVILLE EN ORNOIS	03 29 89 75 11	    			Mairie 	3 grande rue		55130 HORVILLE EN ORNOIS	03 29 89 75 11	    	
44 - Grand Est	55 - Meuse	1 - Bar-le-Duc	215500612 - Le Bouchon-sur-Saulx	255500704	SI d'électrification de la région de Montiers-sur-Saulx	SIVU	1	0	1923-04-26	1923-04-26	MEMNB		14	1869	2	CBUDG	0	0	0	 	0	 	M.	Bruno	PIONNIER	Mairie de Le Bouchon-sur-Saulx	2 Place de la Mairie		55500 LE BOUCHON SUR SAULX	    	    			MAIRIE	2, PLACE DE LA MAIRIE		55500 LE BOUCHON SUR SAULX	    	    	
44 - Grand Est	55 - Meuse	2 - Commercy	215502295 - Han-sur-Meuse	255500746	SI des eaux de Han, Brasseitte et Bislée	SIVU	0	0	1929-02-11	1929-02-11	MEMNB		3	597	1	CBUDG	0	0	0		0		M.	Denis	AUGE	Mairie de Brasseitte	Grande Rue		55300 HAN SUR MEUSE	    	    						55300 HAN SUR MEUSE	    	    	
44 - Grand Est	55 - Meuse	2 - Commercy	215503129 - Maizey	255500753	SI des eaux de la région de Maizey	SIVU	0	0	1925-10-12	1925-10-12	MEMNB		4	818	1	CBUDG	0	0	0		0		M.	Jean-François	BOURY	Mairie	9 Rue Haute		55300 MAIZEY	03 29 90 18 15	    			Mairie de 	9, rue Haute		55300 MAIZEY	03 29 90 18 15	    	
44 - Grand Est	55 - Meuse	2 - Commercy	215501115 - Chauvoncourt	255500761	SI des eaux des Paroches, Chauvoncourt	SIVU	0	0	1923-11-26	1923-11-26	MEMNB		2	875	1	CBUDG	0	0	0		0		M.	Jean-Marie	HUSSON	Mairie	16 Rue du 150ème RI		55300 CHAUVONCOURT	03 29 89 00 45	    			Mairie 	8 rue de l'Eglise		55300 LES PAROCHES	03 29 90 91 08	    	
44 - Grand Est	55 - Meuse	2 - Commercy	215504333 - Rigny-la-Salle	255500787	SI pour l'alimentation en eau potable des deux Rigny	SIVU	0	0	1957-09-28	1957-09-28	MEMNB		2	423	1	CBUDG	0	0	0	EAU	0	 	Mme	Sandrine	BARTHEL	Mairie 	45 Grande Rue		55140 RIGNY LA SALLE	03 29 89 50 12	    			mairie de	45, grande rue		55140 RIGNY LA SALLE	03 29 89 50 12	    	
44 - Grand Est	55 - Meuse	2 - Commercy	215505512 - Vigneulles-lès-Hattonchâtel	255500803	SI d'électrification de la région de la Woëvre	SIVU	1	0	1922-07-27	1922-07-27	MEMNB		80	14817	2	CBUDG	0	0	0	 	0	 	M.	Alain	BRIZION		52 Bis Rue Raymond Poincaré		55210 VIGNEULLES LES HATTONCHATEL	03 29 89 56 82	    			52, bis Rue Raymond Poincaré			55210 VIGNEULLES LES HATTONCHATEL	03 29 89 56 82	    	
44 - Grand Est	55 - Meuse	2 - Commercy	215503301 - Méligny-le-Grand	255500829	SI d'électrification de la région de Méligny-le-Grand	SIVU	1	0	1922-07-18	1922-07-18	MEMNB		15	1739	2	CBUDG	0	0	0	 	0	 	M.	Dominique	WAGNER	Mairie	6 Rue Saint-Aubin		55190 MELIGNY LE GRAND	03 29 90 50 49	    			Mairie			55190 MELIGNY LE PETIT	03 29 90 51 43	    	
44 - Grand Est	55 - Meuse	3 - Verdun	215503558 - Montzéville	255500886	SI forestier de gestion du massif de Hesse	SIVU	0	0	1975-12-08	1975-12-08	MEMNB		5	783	1	CBUDG	0	0	0		0		M.	Fabrice	POSTAL				55100 MONTZEVILLE	    	    						55100 MONTZEVILLE	    	    	
