Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	DGF Bonifiée	DSC	REOM	Autre redevance	TEOM	Autre taxe	Civilité Président	Prénom Président	Nom Président	Adresse du siège_1	Adresse du siège_2	Adresse du siège_3	Code postal du siège Ville du siège	Téléphone du siège	Fax du siège	Courriel du siège	Site internet	Adresse annexe_1	Adresse annexe_2	Adresse annexe_3	Code postal annexe Ville annexe	Téléphone annexe	Fax annexe	Type	Siren membre	Nom membre	Représentation-substitution	Compétence conservée	Population membre	Adhésion siren 	Adhésion nom 	Adhésion population 	C1004	C1010	C1015	C1020	C1025	C1030	C1502	C1505	C1507	C1510	C1515	C1520	C1525	C1528	C1529	C1530	C1531	C1532	C1533	C1534	C1535	C1540	C1545	C1550	C1555	C1560	C2005	C2010	C2015	C2510	C2515	C2520	C2521	C2525	C2526	C3005	C3010	C3015	C3020	C3025	C3210	C3220	C3505	C3510	C3515	C4005	C4006	C4007	C4008	C4010	C4015	C4016	C4017	C4020	C4025	C4505	C4510	C4515	C4520	C4525	C4530	C4531	C4532	C4535	C4540	C4545	C4550	C4555	C4560	C5005	C5010	C5015	C5210	C5220	C5505	C5510	C5515	C5520	C5525	C5530	C5535	C5540	C5545	C5550	C5555	C7005	C7010	C7012	C7015	C7020	C7025	C7030	C9905	C9910	C9915	C9920	C9922	C9923	C9924	C9925	C9930	C9935	C9940	C9950	C9999	
84 - Auvergne-Rhône-Alpes	69 - Rhône	2 - Villefranche-sur-Saône	216902437 - Tarare	200040566	CA de l'Ouest Rhodanien	CA	0	0	2014-01-01	2014-01-01	RDC		31	51647	42	FPU	0	0	0		0		M.	Patrice	VERCHERE		3 Rue de la Venne		69170 TARARE	04 74 05 06 60	04 74 63 22 90	ccpt@cc-paysdetarare.fr		3 rue de la Venne			69170 TARARE	04 74 05 06 60	04 74 63 22 90	Commune	216900019	Affoux	0	0	399	200099208	SM des eaux de la région de Tarare	26919	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	
84 - Auvergne-Rhône-Alpes	69 - Rhône	2 - Villefranche-sur-Saône	216902437 - Tarare	200040566	CA de l'Ouest Rhodanien	CA	0	0	2014-01-01	2014-01-01	RDC		31	51647	42	FPU	0	0	0		0		M.	Patrice	VERCHERE		3 Rue de la Venne		69170 TARARE	04 74 05 06 60	04 74 63 22 90	ccpt@cc-paysdetarare.fr		3 rue de la Venne			69170 TARARE	04 74 05 06 60	04 74 63 22 90	Commune	216900068	Amplepuis	0	0	4952	256900705	SM d'élimination, de traitement et de valorisation des déchets Beaujolais Dombes (SYTRAIVAL)	392235	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	
84 - Auvergne-Rhône-Alpes	69 - Rhône	2 - Villefranche-sur-Saône	216902437 - Tarare	200040566	CA de l'Ouest Rhodanien	CA	0	0	2014-01-01	2014-01-01	RDC		31	51647	42	FPU	0	0	0		0		M.	Patrice	VERCHERE		3 Rue de la Venne		69170 TARARE	04 74 05 06 60	04 74 63 22 90	ccpt@cc-paysdetarare.fr		3 rue de la Venne			69170 TARARE	04 74 05 06 60	04 74 63 22 90	Commune	216900084	Ancy	0	0	692	256901596	Syndicat rhodanien de développement du câble (SRDC)	894026	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	
84 - Auvergne-Rhône-Alpes	69 - Rhône	2 - Villefranche-sur-Saône	216902437 - Tarare	200040566	CA de l'Ouest Rhodanien	CA	0	0	2014-01-01	2014-01-01	RDC		31	51647	42	FPU	0	0	0		0		M.	Patrice	VERCHERE		3 Rue de la Venne		69170 TARARE	04 74 05 06 60	04 74 63 22 90	ccpt@cc-paysdetarare.fr		3 rue de la Venne			69170 TARARE	04 74 05 06 60	04 74 63 22 90	Commune	216900373	Chambost-Allières	0	0	842	200098663	Syndicat des eaux de la haute vallée d'Azergues	52358	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	
84 - Auvergne-Rhône-Alpes	69 - Rhône	2 - Villefranche-sur-Saône	216902437 - Tarare	200040566	CA de l'Ouest Rhodanien	CA	0	0	2014-01-01	2014-01-01	RDC		31	51647	42	FPU	0	0	0		0		M.	Patrice	VERCHERE		3 Rue de la Venne		69170 TARARE	04 74 05 06 60	04 74 63 22 90	ccpt@cc-paysdetarare.fr		3 rue de la Venne			69170 TARARE	04 74 05 06 60	04 74 63 22 90	Commune	216900548	Chénelette	0	0	364	200043875	SM de réalisation pour l'aménagement et le développement de l'Ouest Rhodanien	91246	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	
84 - Auvergne-Rhône-Alpes	69 - Rhône	2 - Villefranche-sur-Saône	216902437 - Tarare	200040566	CA de l'Ouest Rhodanien	CA	0	0	2014-01-01	2014-01-01	RDC		31	51647	42	FPU	0	0	0		0		M.	Patrice	VERCHERE		3 Rue de la Venne		69170 TARARE	04 74 05 06 60	04 74 63 22 90	ccpt@cc-paysdetarare.fr		3 rue de la Venne			69170 TARARE	04 74 05 06 60	04 74 63 22 90	Commune	216900605	Claveisolles	0	0	644	200094662	Roannaise de l'eau	387374	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	
84 - Auvergne-Rhône-Alpes	69 - Rhône	2 - Villefranche-sur-Saône	216902437 - Tarare	200040566	CA de l'Ouest Rhodanien	CA	0	0	2014-01-01	2014-01-01	RDC		31	51647	42	FPU	0	0	0		0		M.	Patrice	VERCHERE		3 Rue de la Venne		69170 TARARE	04 74 05 06 60	04 74 63 22 90	ccpt@cc-paysdetarare.fr		3 rue de la Venne			69170 TARARE	04 74 05 06 60	04 74 63 22 90	Commune	200056133	Cours	0	0	4441	256900994	SM des transports pour le Rhône et l'agglomération lyonnaise (SYTRAL)	1640028	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	
84 - Auvergne-Rhône-Alpes	69 - Rhône	2 - Villefranche-sur-Saône	216902437 - Tarare	200040566	CA de l'Ouest Rhodanien	CA	0	0	2014-01-01	2014-01-01	RDC		31	51647	42	FPU	0	0	0		0		M.	Patrice	VERCHERE		3 Rue de la Venne		69170 TARARE	04 74 05 06 60	04 74 63 22 90	ccpt@cc-paysdetarare.fr		3 rue de la Venne			69170 TARARE	04 74 05 06 60	04 74 63 22 90	Commune	216900704	Cublize	0	0	1352	200000677	SM de rivière Brévenne Turdine (SYRIBT)	183827	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	
84 - Auvergne-Rhône-Alpes	69 - Rhône	2 - Villefranche-sur-Saône	216902437 - Tarare	200040566	CA de l'Ouest Rhodanien	CA	0	0	2014-01-01	2014-01-01	RDC		31	51647	42	FPU	0	0	0		0		M.	Patrice	VERCHERE		3 Rue de la Venne		69170 TARARE	04 74 05 06 60	04 74 63 22 90	ccpt@cc-paysdetarare.fr		3 rue de la Venne			69170 TARARE	04 74 05 06 60	04 74 63 22 90	Commune	216900753	Dième	0	0	202	200096261	SM des eaux de la vallée d'Ardières	28078	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	
84 - Auvergne-Rhône-Alpes	69 - Rhône	2 - Villefranche-sur-Saône	216902437 - Tarare	200040566	CA de l'Ouest Rhodanien	CA	0	0	2014-01-01	2014-01-01	RDC		31	51647	42	FPU	0	0	0		0		M.	Patrice	VERCHERE		3 Rue de la Venne		69170 TARARE	04 74 05 06 60	04 74 63 22 90	ccpt@cc-paysdetarare.fr		3 rue de la Venne			69170 TARARE	04 74 05 06 60	04 74 63 22 90	Commune	216900936	Grandris	0	0	1215	256900879	SM pour l'aménagement du lac des Sapins	51647	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	
